id,archiveid,archivetitle,archiveviews,archivepostdate,archiveurl,archiveimg,created_at,upload_at
172,O2-iWMavVBQ,【Minecraft】いくぞ！！装飾班！！【ホロライブ/桃鈴ねね】,142252,2020-11-06T17:12:39Z,https://www.youtube.com/watch?v=O2-iWMavVBQ,http://img.youtube.com/vi/O2-iWMavVBQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
173,LxTtoiHWpg4,【雑談】びっくりするほど眠れない【ホロライブ/桃鈴ねね】,74036,2020-11-06T05:06:45Z,https://www.youtube.com/watch?v=LxTtoiHWpg4,http://img.youtube.com/vi/LxTtoiHWpg4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
174,Yy6YlpfBYuc,【ARK】恐竜キングにねねはなりたい【ホロライブ/桃鈴ねね】,82523,2020-11-04T16:40:57Z,https://www.youtube.com/watch?v=Yy6YlpfBYuc,http://img.youtube.com/vi/Yy6YlpfBYuc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
175,JTevvoRnoZE,【雑談】コーンポタージュとねね【ホロライブ/桃鈴ねね】,65329,2020-11-04T05:12:19Z,https://www.youtube.com/watch?v=JTevvoRnoZE,http://img.youtube.com/vi/JTevvoRnoZE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
176,OaykBFS8TVQ,【雑談】11月寒い！！！！！！【ホロライブ/桃鈴ねね】,78269,2020-11-02T04:34:55Z,https://www.youtube.com/watch?v=OaykBFS8TVQ,http://img.youtube.com/vi/OaykBFS8TVQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
177,XjKVCORLBjI,【Minecraft】ポッキーの日みたいな日【ホロライブ/桃鈴ねね】,112405,2020-11-01T16:00:30Z,https://www.youtube.com/watch?v=XjKVCORLBjI,http://img.youtube.com/vi/XjKVCORLBjI/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
178,69vsPfwz-PE,【歌枠】✨Halloweenに歌うねね✨【桃鈴ねね/ホロライブ】,109772,2020-10-31T15:23:16Z,https://www.youtube.com/watch?v=69vsPfwz-PE,http://img.youtube.com/vi/69vsPfwz-PE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
179,MjciAwxSKtg,【Minecraft】かぼちゃの被り物【ホロライブ/桃鈴ねね】,133186,2020-10-30T12:37:39Z,https://www.youtube.com/watch?v=MjciAwxSKtg,http://img.youtube.com/vi/MjciAwxSKtg/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
180,V_oa8fjWN04,【雑談】Happy Halloween【ホロライブ/桃鈴ねね】,69368,2020-10-30T04:33:20Z,https://www.youtube.com/watch?v=V_oa8fjWN04,http://img.youtube.com/vi/V_oa8fjWN04/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
181,zydnV07IES8,【AmongUs】I'm not very good at English.【ホロライブ/桃鈴ねね】,93054,2020-10-30T02:37:40Z,https://www.youtube.com/watch?v=zydnV07IES8,http://img.youtube.com/vi/zydnV07IES8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
182,iktgwag-eto,【ARK CRYSTAL ISLES】初ARKにねね感動！（予感）【ホロライブ/桃鈴ねね】,83163,2020-10-28T15:17:42Z,https://www.youtube.com/watch?v=iktgwag-eto,http://img.youtube.com/vi/iktgwag-eto/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
183,ibDqcAG3X6o,【Minecraft】お昼にマイクラデートだあああ【ホロライブ/桃鈴ねね】,112451,2020-10-28T05:28:23Z,https://www.youtube.com/watch?v=ibDqcAG3X6o,http://img.youtube.com/vi/ibDqcAG3X6o/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
184,MturuvnQWt8,【Minecraft】ねねだけ進みが遅い件【ホロライブ/桃鈴ねね】,130227,2020-10-26T11:50:45Z,https://www.youtube.com/watch?v=MturuvnQWt8,http://img.youtube.com/vi/MturuvnQWt8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
185,5S5EYbLcw4A,【お絵かき】✨お昼のメイキング✨【ホロライブ/桃鈴ねね】,80448,2020-10-26T05:09:13Z,https://www.youtube.com/watch?v=5S5EYbLcw4A,http://img.youtube.com/vi/5S5EYbLcw4A/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
186,HQxfsVsmi00,【歌枠】AMAZING SINGING【桃鈴ねね/ホロライブ】,138165,2020-10-25T16:17:45Z,https://www.youtube.com/watch?v=HQxfsVsmi00,http://img.youtube.com/vi/HQxfsVsmi00/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
187,FVAmlLApoqk,【D4DJ】ディグラーってなんだ？！DJの世界へ飛び込め！！【ホロライブ/桃鈴ねね】,39009,2020-10-25T11:00:05Z,https://www.youtube.com/watch?v=FVAmlLApoqk,http://img.youtube.com/vi/FVAmlLApoqk/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
188,faIzNuhI6jg,【#holoAmon9us】NENE IS STRONG！！！！『Among Us』コラボ【桃鈴ねね視点】,170329,2020-10-24T14:50:36Z,https://www.youtube.com/watch?v=faIzNuhI6jg,http://img.youtube.com/vi/faIzNuhI6jg/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
189,Imw4yUZNSX8,【#holoAmon9us】NENE IS STRONG『Among Us』コラボ【桃鈴ねね視点】,85661,2020-10-24T13:24:04Z,https://www.youtube.com/watch?v=Imw4yUZNSX8,http://img.youtube.com/vi/Imw4yUZNSX8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
190,HdGNKeazlCs,【お絵かき】かわいいねねを描く（自画自賛）【ホロライブ/桃鈴ねね】,60078,2020-10-20T10:06:33Z,https://www.youtube.com/watch?v=HdGNKeazlCs,http://img.youtube.com/vi/HdGNKeazlCs/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
191,KXxhjOrM9ms,【雑談】ねねとみんなの気持ち【ホロライブ/桃鈴ねね】,76940,2020-10-18T02:40:45Z,https://www.youtube.com/watch?v=KXxhjOrM9ms,http://img.youtube.com/vi/KXxhjOrM9ms/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
192,ERcav-P6Wuo,【マリオカート8DX】ねねに勝てる人0人説【ホロライブ/桃鈴ねね】,62616,2020-10-17T15:39:26Z,https://www.youtube.com/watch?v=ERcav-P6Wuo,http://img.youtube.com/vi/ERcav-P6Wuo/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
193,daJTPE9LZbs,【Minecraft】ねぽらぼビル！！！！【ホロライブ/桃鈴ねね】,102641,2020-10-16T11:22:11Z,https://www.youtube.com/watch?v=daJTPE9LZbs,http://img.youtube.com/vi/daJTPE9LZbs/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
194,1S-bYpbRs7I,【雑談】ねねとプチシュー【ホロライブ/桃鈴ねね】,68271,2020-10-16T08:15:54Z,https://www.youtube.com/watch?v=1S-bYpbRs7I,http://img.youtube.com/vi/1S-bYpbRs7I/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
195,mNWVxbbjxac,【#ホロAmongUs】NENE IS 大嘘つき『Among Us』コラボ【桃鈴ねね視点】,158511,2020-10-15T11:51:54Z,https://www.youtube.com/watch?v=mNWVxbbjxac,http://img.youtube.com/vi/mNWVxbbjxac/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
196,pM4cTBum0gQ,【Minecraft】お昼のマイクラ【ホロライブ/桃鈴ねね】,87078,2020-10-14T05:04:46Z,https://www.youtube.com/watch?v=pM4cTBum0gQ,http://img.youtube.com/vi/pM4cTBum0gQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
197,MJt3YMbAxkM,【making】✨お礼イラストメイキング✨【ホロライブ/桃鈴ねね】,34464,2020-10-13T11:00:11Z,https://www.youtube.com/watch?v=MJt3YMbAxkM,http://img.youtube.com/vi/MJt3YMbAxkM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
198,_aMcNrk-oBA,【Minecraft】配信予定地【ホロライブ/桃鈴ねね】,90128,2020-10-12T13:11:16Z,https://www.youtube.com/watch?v=_aMcNrk-oBA,http://img.youtube.com/vi/_aMcNrk-oBA/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
199,IPFGHD4Vb3M,【APEX】カクカクしないでください【 #ももちょこ 】,74504,2020-10-12T11:14:45Z,https://www.youtube.com/watch?v=IPFGHD4Vb3M,http://img.youtube.com/vi/IPFGHD4Vb3M/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
200,rayj_GiJlLA,【雑談】今日は明太フランスパァン！【ホロライブ/桃鈴ねね】,63812,2020-10-12T04:06:21Z,https://www.youtube.com/watch?v=rayj_GiJlLA,http://img.youtube.com/vi/rayj_GiJlLA/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
201,9C5CZ7hdcAo,【歌枠】歌うぞ～～～～～～～～【桃鈴ねね/ホロライブ】,149380,2020-10-11T15:08:13Z,https://www.youtube.com/watch?v=9C5CZ7hdcAo,http://img.youtube.com/vi/9C5CZ7hdcAo/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
202,SxpncSv0V4c,【Minecraft】久しぶりにマイクラ！【ホロライブ/桃鈴ねね】,127560,2020-10-09T12:40:21Z,https://www.youtube.com/watch?v=SxpncSv0V4c,http://img.youtube.com/vi/SxpncSv0V4c/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
203,YK9860lPS7M,【雑談】今日のごはんがやばい【ホロライブ/桃鈴ねね】,63309,2020-10-09T04:28:59Z,https://www.youtube.com/watch?v=YK9860lPS7M,http://img.youtube.com/vi/YK9860lPS7M/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
204,re2ExzMr1y4,【雑談】ねむ！！！！！！！！！【ホロライブ/桃鈴ねね】,68060,2020-10-07T05:06:22Z,https://www.youtube.com/watch?v=re2ExzMr1y4,http://img.youtube.com/vi/re2ExzMr1y4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
205,qVjxfe0IM_k,【マリオカート8DX】ポルカねねか？？【オフコラボ】,111898,2020-10-06T14:40:07Z,https://www.youtube.com/watch?v=qVjxfe0IM_k,http://img.youtube.com/vi/qVjxfe0IM_k/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
206,XYIHq30RV-k,【リングフィットアドベンチャー】PERFECT NENECHI【ホロライブ/桃鈴ねね】,114205,2020-10-05T11:40:03Z,https://www.youtube.com/watch?v=XYIHq30RV-k,http://img.youtube.com/vi/XYIHq30RV-k/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
207,o7e4Da79h_c,【雑談】昼！！！！！！！！！！！【ホロライブ/桃鈴ねね】,82743,2020-10-05T05:05:16Z,https://www.youtube.com/watch?v=o7e4Da79h_c,http://img.youtube.com/vi/o7e4Da79h_c/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
208,yZSajfNmeog,【みんなのリズム天国】もはや感動のリズム感【ホロライブ/桃鈴ねね】,56526,2020-10-02T14:15:41Z,https://www.youtube.com/watch?v=yZSajfNmeog,http://img.youtube.com/vi/yZSajfNmeog/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
209,X1ajiO18QvE,【マリオカート8DX】1位ありがとう！最「強」王決定戦！【ねぽらぼ】,82256,2020-10-01T13:07:43Z,https://www.youtube.com/watch?v=X1ajiO18QvE,http://img.youtube.com/vi/X1ajiO18QvE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
210,ZOl5f6nE3OY,【マイクラ】5期生の夜！【ホロライブ/桃鈴ねね】,82367,2020-09-29T17:30:14Z,https://www.youtube.com/watch?v=ZOl5f6nE3OY,http://img.youtube.com/vi/ZOl5f6nE3OY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
211,UAxTKGoGJG0,【マイクラ】安眠したい【ホロライブ/桃鈴ねね】,106431,2020-09-29T05:12:40Z,https://www.youtube.com/watch?v=UAxTKGoGJG0,http://img.youtube.com/vi/UAxTKGoGJG0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
212,pYb7zdj0MBA,【雑談】5期ビルを考える昼！！！【ホロライブ/桃鈴ねね】,54257,2020-09-28T04:04:55Z,https://www.youtube.com/watch?v=pYb7zdj0MBA,http://img.youtube.com/vi/pYb7zdj0MBA/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
213,WP2Gn-k86A0,【Good Job!】社長、きたある【ホロライブ/桃鈴ねね】,91795,2020-09-26T07:39:46Z,https://www.youtube.com/watch?v=WP2Gn-k86A0,http://img.youtube.com/vi/WP2Gn-k86A0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
214,Vnn6TCgpGA4,【 #ねねふぃ 】ねねはイオフィ先輩と仲良くなりたい【お絵かき】,106386,2020-09-25T14:33:41Z,https://www.youtube.com/watch?v=Vnn6TCgpGA4,http://img.youtube.com/vi/Vnn6TCgpGA4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
215,lBna3oE3P9U,【お昼！】酔わないマイクラ【ホロライブ/桃鈴ねね】,77605,2020-09-25T05:12:03Z,https://www.youtube.com/watch?v=lBna3oE3P9U,http://img.youtube.com/vi/lBna3oE3P9U/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
216,BLiwUoKqvo4,【世界のアソビ大全51】おまるんはヨットが好きすぎる【尾丸ポルカ/桃鈴ねね】,121738,2020-09-24T14:16:59Z,https://www.youtube.com/watch?v=BLiwUoKqvo4,http://img.youtube.com/vi/BLiwUoKqvo4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
217,XWBiPn7JOHM,【みんなのリズム天国】アイドルのリズム感なめんなある！【ホロライブ/桃鈴ねね】,111573,2020-09-23T13:24:09Z,https://www.youtube.com/watch?v=XWBiPn7JOHM,http://img.youtube.com/vi/XWBiPn7JOHM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
218,9kPPx5JMGmE,【雑談】たおたお星から帰ってきた！【ホロライブ/桃鈴ねね】,57811,2020-09-23T05:01:41Z,https://www.youtube.com/watch?v=9kPPx5JMGmE,http://img.youtube.com/vi/9kPPx5JMGmE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
219,d0EAmUiOUwM,【マイクラ】マグマ飛び込むある【ホロライブ/桃鈴ねね】,110668,2020-09-22T14:12:16Z,https://www.youtube.com/watch?v=d0EAmUiOUwM,http://img.youtube.com/vi/d0EAmUiOUwM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
220,aCAMZvLX1Gs,【マリオカート8DX】ペーパー最強！【ホロライブ/桃鈴ねね】,529678,2020-09-20T14:23:57Z,https://www.youtube.com/watch?v=aCAMZvLX1Gs,http://img.youtube.com/vi/aCAMZvLX1Gs/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
221,L13FNzKzf0k,【歌練】レッスンするぞ～💪【桃鈴ねね/ホロライブ】,86836,2020-09-19T15:08:30Z,https://www.youtube.com/watch?v=L13FNzKzf0k,http://img.youtube.com/vi/L13FNzKzf0k/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
222,Wp5c3X_DuR4,【おえかきの森】みんなでおえかき勝負ある✨【ホロライブ/桃鈴ねね】,146659,2020-09-18T11:07:16Z,https://www.youtube.com/watch?v=Wp5c3X_DuR4,http://img.youtube.com/vi/Wp5c3X_DuR4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
223,qyC1yWgvLSQ,【雑談】喉と勝負する昼【ホロライブ/桃鈴ねね】,52325,2020-09-18T04:10:09Z,https://www.youtube.com/watch?v=qyC1yWgvLSQ,http://img.youtube.com/vi/qyC1yWgvLSQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
224,kNrQcCjmnz0,【Good Job!】さぁ、働くある…【ホロライブ/桃鈴ねね】,97643,2020-09-17T14:05:32Z,https://www.youtube.com/watch?v=kNrQcCjmnz0,http://img.youtube.com/vi/kNrQcCjmnz0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
225,lS-s2s640Kc,【Left 4 Dead 2】ゾンビだ～～！！！！✨【ホロライブ/桃鈴ねね】,73406,2020-09-16T14:58:41Z,https://www.youtube.com/watch?v=lS-s2s640Kc,http://img.youtube.com/vi/lS-s2s640Kc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
226,M1tJkiXGyeY,【雑談】パンの賞味期限やばい【ホロライブ/桃鈴ねね】,73638,2020-09-16T05:25:33Z,https://www.youtube.com/watch?v=M1tJkiXGyeY,http://img.youtube.com/vi/M1tJkiXGyeY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
227,z4iLO-xFfoc,【雑談】ねねの昼、たこやきにハマる【ホロライブ/桃鈴ねね】,77085,2020-09-14T05:09:31Z,https://www.youtube.com/watch?v=z4iLO-xFfoc,http://img.youtube.com/vi/z4iLO-xFfoc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
228,8dvY0bDt6DQ,【 デビュー1か月✨】🍑マシュマロ握手会🍑【ホロライブ/桃鈴ねね】,65618,2020-09-13T12:36:48Z,https://www.youtube.com/watch?v=8dvY0bDt6DQ,http://img.youtube.com/vi/8dvY0bDt6DQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
229,DF0muzWDk9U,【お絵かき】ねねプロ、成長【ホロライブ/桃鈴ねね】,82965,2020-09-12T15:28:11Z,https://www.youtube.com/watch?v=DF0muzWDk9U,http://img.youtube.com/vi/DF0muzWDk9U/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
230,Ihmw7hL0qQk,【Free chat】ねねの楽屋【ホロライブ/桃鈴ねね】,0,2020-09-12T11:51:24Z,https://www.youtube.com/watch?v=Ihmw7hL0qQk,http://img.youtube.com/vi/Ihmw7hL0qQk/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
231,bJnxSCTZZs8,【3rdLIVE】いつもありがとう！【桃鈴ねね/ホロライブ】,137593,2020-09-11T13:56:00Z,https://www.youtube.com/watch?v=bJnxSCTZZs8,http://img.youtube.com/vi/bJnxSCTZZs8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
232,NMz6Gfj2u8Q,【雑談】ずっと眠い、ねねの昼！【ホロライブ/桃鈴ねね】,52586,2020-09-11T04:08:39Z,https://www.youtube.com/watch?v=NMz6Gfj2u8Q,http://img.youtube.com/vi/NMz6Gfj2u8Q/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
233,5PA0AO0B010,【クラフトピア/craftopia】強者、ねね【ホロライブ/桃鈴ねね】,81793,2020-09-10T13:09:15Z,https://www.youtube.com/watch?v=5PA0AO0B010,http://img.youtube.com/vi/5PA0AO0B010/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
234,jAMgOsI-wkA,【お絵かき】ラミィちゃんの下書き【ホロライブ/桃鈴ねね】,84496,2020-09-08T11:04:02Z,https://www.youtube.com/watch?v=jAMgOsI-wkA,http://img.youtube.com/vi/jAMgOsI-wkA/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
235,-SWo8A6BWSc,【ガチ歌練】ねねはお歌を練習するある【桃鈴ねね/ホロライブ】,100847,2020-09-08T05:00:37Z,https://www.youtube.com/watch?v=-SWo8A6BWSc,http://img.youtube.com/vi/-SWo8A6BWSc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
236,VQjpoeNh0UI,【APEX】ねねは1人だと強くないある【ホロライブ/桃鈴ねね】,98342,2020-09-07T14:35:53Z,https://www.youtube.com/watch?v=VQjpoeNh0UI,http://img.youtube.com/vi/VQjpoeNh0UI/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
237,HXyZ0_j9T4M,【雑談】きっと眠い、ねねの昼！【ホロライブ/桃鈴ねね】,82824,2020-09-07T05:17:57Z,https://www.youtube.com/watch?v=HXyZ0_j9T4M,http://img.youtube.com/vi/HXyZ0_j9T4M/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
238,4R_DUDP_9y0,【雀魂】初心者えんじょい麻雀【ホロライブ/桃鈴ねね】,85333,2020-09-05T15:42:59Z,https://www.youtube.com/watch?v=4R_DUDP_9y0,http://img.youtube.com/vi/4R_DUDP_9y0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
239,ZBcE8O6JlhY,【クラフトピア/craftopia】まったり過ごしたい【ホロライブ/桃鈴ねね】,107647,2020-09-05T05:45:39Z,https://www.youtube.com/watch?v=ZBcE8O6JlhY,http://img.youtube.com/vi/ZBcE8O6JlhY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
240,PXgjkzARvnU,ねねはイラストを描くある！【ホロライブ/桃鈴ねね】,87990,2020-09-04T12:05:07Z,https://www.youtube.com/watch?v=PXgjkzARvnU,http://img.youtube.com/vi/PXgjkzARvnU/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
241,R9ahNWzSbAo,【雑談】金曜日だね！みんなあと少し頑張ろうね✨【ホロライブ/桃鈴ねね】,75469,2020-09-04T05:10:25Z,https://www.youtube.com/watch?v=R9ahNWzSbAo,http://img.youtube.com/vi/R9ahNWzSbAo/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
242,GCciywGZnwc,らみちゃんとアソビ大全勝負！,82761,2020-09-03T12:01:59Z,https://www.youtube.com/watch?v=GCciywGZnwc,http://img.youtube.com/vi/GCciywGZnwc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
243,dkmaWoFqhyA,気持ち野菜食べてます昼！！！！【ホロライブ/桃鈴ねね】,83528,2020-09-03T05:36:30Z,https://www.youtube.com/watch?v=dkmaWoFqhyA,http://img.youtube.com/vi/dkmaWoFqhyA/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
244,QLAvOzVXpSU,久しぶりのいただきまぁ～す！！！【ホロライブ/桃鈴ねね】,92665,2020-09-02T05:25:10Z,https://www.youtube.com/watch?v=QLAvOzVXpSU,http://img.youtube.com/vi/QLAvOzVXpSU/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
245,lA5EHktx9aM,【？？？】まつある【 #ねぽらぼ 】,140439,2020-08-30T11:07:33Z,https://www.youtube.com/watch?v=lA5EHktx9aM,http://img.youtube.com/vi/lA5EHktx9aM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
246,7cPQe75PVEs,【8月29日分】はいぱーねねちー特典会✨【桃鈴ねね】,68416,2020-08-29T16:57:53Z,https://www.youtube.com/watch?v=7cPQe75PVEs,http://img.youtube.com/vi/7cPQe75PVEs/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
247,UUv3YRT5leU,【2nd live!】ねねの寝る前しっとりライブ✨【桃鈴ねね】,115469,2020-08-28T16:11:50Z,https://www.youtube.com/watch?v=UUv3YRT5leU,http://img.youtube.com/vi/UUv3YRT5leU/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
248,8MhV0POD91U,【明るい昼！】楽しい話がしたいある！！【桃鈴ねね】,95618,2020-08-28T05:11:42Z,https://www.youtube.com/watch?v=8MhV0POD91U,http://img.youtube.com/vi/8MhV0POD91U/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
249,tyu5IkWaUDc,【初ホラー！？】ねねおま夜勤事件【ホロライブ】,228530,2020-08-27T12:38:36Z,https://www.youtube.com/watch?v=tyu5IkWaUDc,http://img.youtube.com/vi/tyu5IkWaUDc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
250,rfw2ona2iMc,【密着！！】ねねのサムネの作り方【桃鈴ねね】,87626,2020-08-27T09:36:19Z,https://www.youtube.com/watch?v=rfw2ona2iMc,http://img.youtube.com/vi/rfw2ona2iMc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
251,JxiJPehWlGw,【初めての】おぎゃばぶねねとししろまま【APEX】,236429,2020-08-26T13:26:36Z,https://www.youtube.com/watch?v=JxiJPehWlGw,http://img.youtube.com/vi/JxiJPehWlGw/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
252,Ow4iieMP0ug,【お昼はねねの味方】今日もいただきます！！【桃鈴ねね】,67682,2020-08-26T03:54:13Z,https://www.youtube.com/watch?v=Ow4iieMP0ug,http://img.youtube.com/vi/Ow4iieMP0ug/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
253,cD4TpXuwfbs,【お昼大好き！】寝坊しないある【桃鈴ねね】,90875,2020-08-25T04:56:18Z,https://www.youtube.com/watch?v=cD4TpXuwfbs,http://img.youtube.com/vi/cD4TpXuwfbs/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
254,CLe0TSLlv9E,【8月23日分】✨すーあぱーちゃっと特典会✨【みんなありが🍑】,22187,2020-08-24T14:51:25Z,https://www.youtube.com/watch?v=CLe0TSLlv9E,http://img.youtube.com/vi/CLe0TSLlv9E/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
255,kUbwjWz9HSc,【寝すぎた】お昼ご飯は朝ごはんある【桃鈴ねね】,63939,2020-08-24T04:30:06Z,https://www.youtube.com/watch?v=kUbwjWz9HSc,http://img.youtube.com/vi/kUbwjWz9HSc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
256,M5D3WDPGmXg,【初ゲーム✨】ねねのFallGuys【桃鈴ねね】,106146,2020-08-23T14:06:07Z,https://www.youtube.com/watch?v=M5D3WDPGmXg,http://img.youtube.com/vi/M5D3WDPGmXg/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
257,hgGmKnjVZAY,【8月22日分】✨すーぱーちゃっと特典会✨【ありがと🥟】,20076,2020-08-23T11:00:10Z,https://www.youtube.com/watch?v=hgGmKnjVZAY,http://img.youtube.com/vi/hgGmKnjVZAY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
258,aZaAy7vBEKo,【1st live!】ねねのミニライブ【桃鈴ねね】,201483,2020-08-22T15:22:34Z,https://www.youtube.com/watch?v=aZaAy7vBEKo,http://img.youtube.com/vi/aZaAy7vBEKo/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
259,mKkylKRUD8Y,【急募】ねねの挨拶を決める会,132163,2020-08-20T13:38:57Z,https://www.youtube.com/watch?v=mKkylKRUD8Y,http://img.youtube.com/vi/mKkylKRUD8Y/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
260,mdCLfvdkG24,✨すーぱーちゃっと特典会✨,142031,2020-08-20T11:28:12Z,https://www.youtube.com/watch?v=mdCLfvdkG24,http://img.youtube.com/vi/mdCLfvdkG24/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
261,opqkXxig-jo,【昼が来い！】ねねはお昼が食べたい【パート4】,138812,2020-08-20T04:07:04Z,https://www.youtube.com/watch?v=opqkXxig-jo,http://img.youtube.com/vi/opqkXxig-jo/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
