id,archiveid,archivetitle,archiveviews,archivepostdate,archiveurl,archiveimg,created_at,upload_at
85,zsD1Bd4jdbY,【New スーパーマリオブラザーズ U デラックス】2面クリア【ホロライブ/桃鈴ねね】,159410,2021-02-05T16:08:10Z,https://www.youtube.com/watch?v=zsD1Bd4jdbY,http://img.youtube.com/vi/zsD1Bd4jdbY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
86,NrSphoyXkMQ,【#にじホロあもあす】はじめまして桃鈴ねねです🍑【ホロライブ/桃鈴ねね】,259779,2021-02-04T14:16:31Z,https://www.youtube.com/watch?v=NrSphoyXkMQ,http://img.youtube.com/vi/NrSphoyXkMQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
87,lmAfQcIEHek,【Minecraft】金庫を作りたい！【ホロライブ/桃鈴ねね】,220650,2021-02-03T14:07:56Z,https://www.youtube.com/watch?v=lmAfQcIEHek,http://img.youtube.com/vi/lmAfQcIEHek/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
88,1W65CSYsYmw,【昼雑】TEACH PLEASE【桃鈴ねね/ホロライブ】,202001,2021-02-03T05:56:28Z,https://www.youtube.com/watch?v=1W65CSYsYmw,http://img.youtube.com/vi/1W65CSYsYmw/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
89,nz-QXPL-9i8,【Planet Coaster】NENECHILANDを作ります【 ホロライブ/桃鈴ねね】,185451,2021-02-02T12:44:02Z,https://www.youtube.com/watch?v=nz-QXPL-9i8,http://img.youtube.com/vi/nz-QXPL-9i8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
90,dXLDXlVZ7l0,【New スーパーマリオブラザーズ U デラックス】未知数すぎる【ホロライブ/桃鈴ねね】,193533,2021-02-01T15:22:28Z,https://www.youtube.com/watch?v=dXLDXlVZ7l0,http://img.youtube.com/vi/dXLDXlVZ7l0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
91,oSrcIh-_4VE,【お礼枠】みんなほんとにありがとう🍑【桃鈴ねね/ホロライブ】,290218,2021-01-31T17:26:20Z,https://www.youtube.com/watch?v=oSrcIh-_4VE,http://img.youtube.com/vi/oSrcIh-_4VE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
92,kKqcQADSoIM,【歌ってみた】私、アイドル宣言【ホロライブ/桃鈴ねね(cover)】,652017,2021-01-31T12:30:14Z,https://www.youtube.com/watch?v=kKqcQADSoIM,http://img.youtube.com/vi/kKqcQADSoIM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
93,VMLjEUYLSy0,【 #桃鈴ねね新ビジュアル】NEW SUPERNENECHI【桃鈴ねね/ホロライブ】,718431,2021-01-31T12:06:35Z,https://www.youtube.com/watch?v=VMLjEUYLSy0,http://img.youtube.com/vi/VMLjEUYLSy0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
94,1H8yN9bLg98,【MEGA39s】ミクちゃんでミクちゃんしていきたいと思います【 ホロライブ/桃鈴ねね】,182551,2021-01-29T12:27:48Z,https://www.youtube.com/watch?v=1H8yN9bLg98,http://img.youtube.com/vi/1H8yN9bLg98/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
95,qJmJmgQuXtM,【お絵描き】時間がねえ！！！！【桃鈴ねね/ホロライブ】,192054,2021-01-27T11:44:12Z,https://www.youtube.com/watch?v=qJmJmgQuXtM,http://img.youtube.com/vi/qJmJmgQuXtM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
96,FT-CVr-dsXQ,【Minecraft】おいおい、ねねがその痛みを代わりに負えないか？【 #まがまがーず】,255336,2021-01-26T20:15:31Z,https://www.youtube.com/watch?v=FT-CVr-dsXQ,http://img.youtube.com/vi/FT-CVr-dsXQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
97,VLVtogssPwY,【#AKUKIN本社建設リレー】SENSE【 ホロライブ/桃鈴ねね】,232766,2021-01-25T14:19:56Z,https://www.youtube.com/watch?v=VLVtogssPwY,http://img.youtube.com/vi/VLVtogssPwY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
98,C3Eto24LFxo,【昼雑】あと一週間で準備しないと【桃鈴ねね/ホロライブ】,137949,2021-01-25T05:49:08Z,https://www.youtube.com/watch?v=C3Eto24LFxo,http://img.youtube.com/vi/C3Eto24LFxo/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
99,g_wsfBY9dKU,【モーリーオンライン】GO...GO...!!!!【 ホロライブ/桃鈴ねね】,104592,2021-01-23T15:36:29Z,https://www.youtube.com/watch?v=g_wsfBY9dKU,http://img.youtube.com/vi/g_wsfBY9dKU/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
100,c86iUSEONmE,【ゴッドフィールド】二人でみんなをボコす【ホロライブ/ #ねねぽる】,128958,2021-01-22T11:56:07Z,https://www.youtube.com/watch?v=c86iUSEONmE,http://img.youtube.com/vi/c86iUSEONmE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
101,LzWED7O8Bjg,【昼雑】ちょっと聞いてほしい【桃鈴ねね/ホロライブ】,86366,2021-01-22T05:18:58Z,https://www.youtube.com/watch?v=LzWED7O8Bjg,http://img.youtube.com/vi/LzWED7O8Bjg/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
102,Rxo4p4xKExo,【Cooking Simulator】キッチン経験もあります【ホロライブ/桃鈴ねね】,118406,2021-01-21T12:28:53Z,https://www.youtube.com/watch?v=Rxo4p4xKExo,http://img.youtube.com/vi/Rxo4p4xKExo/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
103,dNQUf7U6B3A,【Minecraft】ねねの食べ物！！！！！！！！【 ホロライブ/桃鈴ねね】,181699,2021-01-20T06:44:43Z,https://www.youtube.com/watch?v=dNQUf7U6B3A,http://img.youtube.com/vi/dNQUf7U6B3A/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
104,OD8tFhA83EU,【雑談歌枠】2021年一段とテンション高めの先生【桃鈴ねね/ホロライブ】,79618,2021-01-19T15:49:23Z,https://www.youtube.com/watch?v=OD8tFhA83EU,http://img.youtube.com/vi/OD8tFhA83EU/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
105,SrVn2NKmwtw,【モーリーオンライン】GET...GET…！！！【 ホロライブ/桃鈴ねね】,117777,2021-01-18T11:09:10Z,https://www.youtube.com/watch?v=SrVn2NKmwtw,http://img.youtube.com/vi/SrVn2NKmwtw/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
106,vbT2OGs9CDs,【昼雑】ねねちの昼ねねち【桃鈴ねね/ホロライブ】,108505,2021-01-18T05:55:29Z,https://www.youtube.com/watch?v=vbT2OGs9CDs,http://img.youtube.com/vi/vbT2OGs9CDs/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
107,p-ZVi6DPwLc,【昼雑】えへへへへへ、話そうぞ！【桃鈴ねね/ホロライブ】,106845,2021-01-16T04:42:37Z,https://www.youtube.com/watch?v=p-ZVi6DPwLc,http://img.youtube.com/vi/p-ZVi6DPwLc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
108,s7mNQcnCnKw,【#ホロお正月CUP】勝つわよ～～～～！！ﾌﾞｵｵｫｫｫｵﾝ！！！【桃鈴ねね視点】,126411,2021-01-11T12:41:39Z,https://www.youtube.com/watch?v=s7mNQcnCnKw,http://img.youtube.com/vi/s7mNQcnCnKw/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
109,Htv57U7Y4x4,【マリオカート8DX】ねえ、びっくりするほど強くなった【ホロライブ/桃鈴ねね】,109164,2021-01-09T03:19:11Z,https://www.youtube.com/watch?v=Htv57U7Y4x4,http://img.youtube.com/vi/Htv57U7Y4x4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
110,n8j6d6Zxv3M,【マリオカート8DX】勝ったな【ホロライブ/桃鈴ねね】,88230,2021-01-08T12:20:52Z,https://www.youtube.com/watch?v=n8j6d6Zxv3M,http://img.youtube.com/vi/n8j6d6Zxv3M/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
111,hhEO1tJKnuE,【Minecraft】レアアイテム、ないっすか！【 ホロライブ/桃鈴ねね】,121784,2021-01-08T05:09:16Z,https://www.youtube.com/watch?v=hhEO1tJKnuE,http://img.youtube.com/vi/hhEO1tJKnuE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
112,dOhCA_ObsVs,【Pummel Party】友情？？壊れるわけないじゃーーん！【 #かなとわねねらみ】,147408,2021-01-06T12:12:39Z,https://www.youtube.com/watch?v=dOhCA_ObsVs,http://img.youtube.com/vi/dOhCA_ObsVs/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
113,DKvfWVYPTdM,【歌練】新年初声出し！【桃鈴ねね/ホロライブ】,92007,2021-01-06T04:25:31Z,https://www.youtube.com/watch?v=DKvfWVYPTdM,http://img.youtube.com/vi/DKvfWVYPTdM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
114,EonTR07UjXQ,【Minecraft】新しいまがまがってホント！？【桃鈴ねね/ 雪花ラミィ】,148455,2021-01-03T08:42:29Z,https://www.youtube.com/watch?v=EonTR07UjXQ,http://img.youtube.com/vi/EonTR07UjXQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
115,2dODcM458Bg,【昼雑】おはよう2021！！！！！！【桃鈴ねね/ホロライブ】,258928,2021-01-01T03:33:37Z,https://www.youtube.com/watch?v=2dODcM458Bg,http://img.youtube.com/vi/2dODcM458Bg/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
116,Qpc_weDK73Q,【昼雑】ねねの2020年！【桃鈴ねね/ホロライブ】,84200,2020-12-31T06:08:36Z,https://www.youtube.com/watch?v=Qpc_weDK73Q,http://img.youtube.com/vi/Qpc_weDK73Q/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
117,22rt5Xnte6k,【ゴッドフィールド】今日はね、見えたね勝ちが✨【ホロライブ/ #ねぽらぼ】,243028,2020-12-30T15:38:27Z,https://www.youtube.com/watch?v=22rt5Xnte6k,http://img.youtube.com/vi/22rt5Xnte6k/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
118,YAteDkfyuKA,【APEX】✨１MATCH２KILL CHALLENGE✨【桃鈴ねね/ホロライブ】,101447,2020-12-28T15:32:32Z,https://www.youtube.com/watch?v=YAteDkfyuKA,http://img.youtube.com/vi/YAteDkfyuKA/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
119,bjJ7VBI7xR4,【Minecraft】さぁ、今宵はENDへと向かうぞよ☆【桃鈴ねね/ 雪花ラミィ】,157696,2020-12-27T19:31:49Z,https://www.youtube.com/watch?v=bjJ7VBI7xR4,http://img.youtube.com/vi/bjJ7VBI7xR4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
120,0L19LAlXeZI,【 #ホロライブクリスマス】あの曲も…！？歌枠リレー！【桃鈴ねね/ホロライブ】,116193,2020-12-25T14:33:14Z,https://www.youtube.com/watch?v=0L19LAlXeZI,http://img.youtube.com/vi/0L19LAlXeZI/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
121,Lgo-v6TjQp4,【Minecraft】ねねらみ同居、中二病ハウス【桃鈴ねね/ 雪花ラミィ】,71713,2020-12-25T02:03:28Z,https://www.youtube.com/watch?v=Lgo-v6TjQp4,http://img.youtube.com/vi/Lgo-v6TjQp4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
122,jZPPn3RfmzI,【Minecraft】💋WELCOME INA💋ポルカと一緒に！【桃鈴ねね/ 尾丸ポルカ/Ninomae Ina'nis】,107741,2020-12-24T01:11:25Z,https://www.youtube.com/watch?v=jZPPn3RfmzI,http://img.youtube.com/vi/jZPPn3RfmzI/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
123,BrjCcOrL6No,【雑談歌枠】身振り手振りが大きい先生【桃鈴ねね/ホロライブ】,92757,2020-12-23T12:17:51Z,https://www.youtube.com/watch?v=BrjCcOrL6No,http://img.youtube.com/vi/BrjCcOrL6No/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
124,EbiyTSnJoxM,【Minecraft】ライブとダイヤって似てるよね【桃鈴ねね/ ホロライブ】,124333,2020-12-21T08:10:21Z,https://www.youtube.com/watch?v=EbiyTSnJoxM,http://img.youtube.com/vi/EbiyTSnJoxM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
125,2tc5q8amAzY,【昼雑談】朝起きれない病【桃鈴ねね/ホロライブ】,49291,2020-12-21T04:01:38Z,https://www.youtube.com/watch?v=2tc5q8amAzY,http://img.youtube.com/vi/2tc5q8amAzY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
126,C9Wsz4iTzjY,【ゆるゆる動画】♪LET'S TRY ABC SONG♪【ホロライブ/桃鈴ねね】,37934,2020-12-20T14:00:14Z,https://www.youtube.com/watch?v=C9Wsz4iTzjY,http://img.youtube.com/vi/C9Wsz4iTzjY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
127,6oq14kABxT8,【APEX】前回1時間半かかりました。【桃鈴ねね/ホロライブ】,81286,2020-12-20T07:23:58Z,https://www.youtube.com/watch?v=6oq14kABxT8,http://img.youtube.com/vi/6oq14kABxT8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
128,blsdI_jtgnA,【マリオカート8DX】ドベはやだ。【ホロライブ/桃鈴ねね】,54555,2020-12-19T13:34:26Z,https://www.youtube.com/watch?v=blsdI_jtgnA,http://img.youtube.com/vi/blsdI_jtgnA/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
129,pkHxymJGsIQ,【雑談歌枠】今日もボイトレの先生は元気【桃鈴ねね/ホロライブ】,92082,2020-12-17T13:54:29Z,https://www.youtube.com/watch?v=pkHxymJGsIQ,http://img.youtube.com/vi/pkHxymJGsIQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
130,QE5cmcJQMZY,【Minecraft】昼のマイクラ！【桃鈴ねね/ ホロライブ】,101174,2020-12-16T05:31:44Z,https://www.youtube.com/watch?v=QE5cmcJQMZY,http://img.youtube.com/vi/QE5cmcJQMZY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
131,uZwLPnDPvJc,【特典会】SUPERCHATTHX！！！【桃鈴ねね/ホロライブ】,37678,2020-12-14T04:43:49Z,https://www.youtube.com/watch?v=uZwLPnDPvJc,http://img.youtube.com/vi/uZwLPnDPvJc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
132,RPYlZMSGNbY,【Minecraft】ダイヤを自力でゲットしたい【桃鈴ねね/ ホロライブ】,89029,2020-12-13T06:11:32Z,https://www.youtube.com/watch?v=RPYlZMSGNbY,http://img.youtube.com/vi/RPYlZMSGNbY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
133,XUxOpBuC9mM,【プロセカ】音ゲー、大好き【桃鈴ねね/ ホロライブ】,107089,2020-12-12T14:31:25Z,https://www.youtube.com/watch?v=XUxOpBuC9mM,http://img.youtube.com/vi/XUxOpBuC9mM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
134,cB_dFGqR-_4,【Minecraft】NENEND【桃鈴ねね/ #ねぽらぼ 】,133537,2020-12-11T17:42:16Z,https://www.youtube.com/watch?v=cB_dFGqR-_4,http://img.youtube.com/vi/cB_dFGqR-_4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
135,wbGSvTbCqm8,【APEX】久しぶり1キルチャレンジ【桃鈴ねね/ホロライブ】,90708,2020-12-11T06:59:53Z,https://www.youtube.com/watch?v=wbGSvTbCqm8,http://img.youtube.com/vi/wbGSvTbCqm8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
136,a5MEan7Il1Q,【昼雑談】ねねのひるねね【桃鈴ねね/ホロライブ】,59049,2020-12-11T04:29:34Z,https://www.youtube.com/watch?v=a5MEan7Il1Q,http://img.youtube.com/vi/a5MEan7Il1Q/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
137,GV0QZ73ZDq8,【お絵かき】DRAWING！！【桃鈴ねね/ホロライブ】,78065,2020-12-10T11:34:59Z,https://www.youtube.com/watch?v=GV0QZ73ZDq8,http://img.youtube.com/vi/GV0QZ73ZDq8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
138,N1UvIhPGrPc,【ゆるゆる動画】HAAAAAAAAAN【ホロライブ/桃鈴ねね】,67933,2020-12-09T16:00:11Z,https://www.youtube.com/watch?v=N1UvIhPGrPc,http://img.youtube.com/vi/N1UvIhPGrPc/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
139,JlljaASirgk,【歌枠】SINGINGNENENENE~♪【桃鈴ねね/ホロライブ】,106461,2020-12-08T14:58:09Z,https://www.youtube.com/watch?v=JlljaASirgk,http://img.youtube.com/vi/JlljaASirgk/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
140,0BVUj_M_HfU,【桃太郎電鉄】ねぽらぼ桃鉄！！！【 #ねぽらぼ /ホロライブ】,350349,2020-12-07T15:57:06Z,https://www.youtube.com/watch?v=0BVUj_M_HfU,http://img.youtube.com/vi/0BVUj_M_HfU/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
141,VfjEVeduYjw,【雑談】ねねは食べます！！【桃鈴ねね/ホロライブ】,83208,2020-12-07T05:32:49Z,https://www.youtube.com/watch?v=VfjEVeduYjw,http://img.youtube.com/vi/VfjEVeduYjw/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
142,qkJ0wjclbNM,【みんなのリズム天国】難しくなってきてもめげない！【桃鈴ねね/ホロライブ】,119089,2020-12-06T22:51:24Z,https://www.youtube.com/watch?v=qkJ0wjclbNM,http://img.youtube.com/vi/qkJ0wjclbNM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
143,jlB2y_3h18g,【ゆるゆる動画】Nn~~~PA!【桃鈴ねね/ホロライブ】,59260,2020-12-05T15:00:12Z,https://www.youtube.com/watch?v=jlB2y_3h18g,http://img.youtube.com/vi/jlB2y_3h18g/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
144,_n-ML3_b0-0,【LITTLE FRIENDS】MAYUGEとねねの雑談【桃鈴ねね/ホロライブ】,86878,2020-12-04T05:20:39Z,https://www.youtube.com/watch?v=_n-ML3_b0-0,http://img.youtube.com/vi/_n-ML3_b0-0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
145,kiua0CTgBD0,【ゆるゆる動画】NENENE~NENENE~♪【桃鈴ねね/ホロライブ】,88982,2020-12-03T16:00:15Z,https://www.youtube.com/watch?v=kiua0CTgBD0,http://img.youtube.com/vi/kiua0CTgBD0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
146,tK0-tUN1Wy8,【Good Job!】PERFECT JOOOOB【桃鈴ねね/ホロライブ】,78733,2020-12-03T13:13:40Z,https://www.youtube.com/watch?v=tK0-tUN1Wy8,http://img.youtube.com/vi/tK0-tUN1Wy8/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
147,6TRTQXI_U7w,【 雑談＋歌 】今日は褒められたんだってさ！！！【桃鈴ねね/ホロライブ】,110383,2020-12-02T14:36:52Z,https://www.youtube.com/watch?v=6TRTQXI_U7w,http://img.youtube.com/vi/6TRTQXI_U7w/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
148,lUy2DGUuPlw,【Minecraft】ゲリラマイクラ！眠くなるまで！【桃鈴ねね/ホロライブ】,125946,2020-12-01T17:32:43Z,https://www.youtube.com/watch?v=lUy2DGUuPlw,http://img.youtube.com/vi/lUy2DGUuPlw/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
149,BSX0bSZrB_k,【Minecraft】雑談マイクラ【桃鈴ねね/ホロライブ】,77910,2020-12-01T11:56:13Z,https://www.youtube.com/watch?v=BSX0bSZrB_k,http://img.youtube.com/vi/BSX0bSZrB_k/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
150,AuRFmkRVyvM,【 歌枠 】5thLIVEリベンジ！！！！！【桃鈴ねね/ホロライブ】,106067,2020-11-28T14:29:46Z,https://www.youtube.com/watch?v=AuRFmkRVyvM,http://img.youtube.com/vi/AuRFmkRVyvM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
151,XqPzmmcR5KM,【Gang Beasts】ガチンコねぽらぼ殴り合い！【 #ねぽらぼ/お知らせあり！！！】,219750,2020-11-27T13:11:37Z,https://www.youtube.com/watch?v=XqPzmmcR5KM,http://img.youtube.com/vi/XqPzmmcR5KM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
152,KDAMmScf3kY,【Cooking Simulator】夜ごはん、作ってあげる！【桃鈴ねね/ホロライブ】,75317,2020-11-26T10:10:36Z,https://www.youtube.com/watch?v=KDAMmScf3kY,http://img.youtube.com/vi/KDAMmScf3kY/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
153,Nb7dpMwHLI4,【みんなのリズム天国】磨くZE☆リズムッッ【桃鈴ねね/ホロライブ】,124914,2020-11-25T12:17:05Z,https://www.youtube.com/watch?v=Nb7dpMwHLI4,http://img.youtube.com/vi/Nb7dpMwHLI4/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
154,bcW4myaOmF0,【LITTLE FRIENDS】子育てするぞ～(*'ω'*)【桃鈴ねね/ホロライブ】,87814,2020-11-25T04:51:45Z,https://www.youtube.com/watch?v=bcW4myaOmF0,http://img.youtube.com/vi/bcW4myaOmF0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
155,z_kTDf0I5yE,【晩酌】まったり語っちゃ王【桃鈴ねね/ホロライブ】,90433,2020-11-24T16:02:49Z,https://www.youtube.com/watch?v=z_kTDf0I5yE,http://img.youtube.com/vi/z_kTDf0I5yE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
156,_L9tiOd8A4c,【雑談】今日は風が泣いていますね！【桃鈴ねね/ホロライブ】,78593,2020-11-20T05:09:06Z,https://www.youtube.com/watch?v=_L9tiOd8A4c,http://img.youtube.com/vi/_L9tiOd8A4c/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
157,xHWeKp_j73c,【Human: Fall Flat】ヒューマンラミィフラット【桃鈴ねね/雪花ラミィ】,68175,2020-11-19T14:31:12Z,https://www.youtube.com/watch?v=xHWeKp_j73c,http://img.youtube.com/vi/xHWeKp_j73c/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
158,eQoHM52_0DI,【Minecraft】完全に迷子【桃鈴ねね/ホロライブ】,93019,2020-11-19T07:59:08Z,https://www.youtube.com/watch?v=eQoHM52_0DI,http://img.youtube.com/vi/eQoHM52_0DI/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
159,Jdpr7uGA3LM,【 30万人ありがとう✨ 】5thLIVE【桃鈴ねね/ホロライブ】,116455,2020-11-18T12:03:03Z,https://www.youtube.com/watch?v=Jdpr7uGA3LM,http://img.youtube.com/vi/Jdpr7uGA3LM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
160,urRV3jib9cE,【雑談】寒い！？！？！？寒い。【桃鈴ねね/ホロライブ】,84898,2020-11-18T05:47:22Z,https://www.youtube.com/watch?v=urRV3jib9cE,http://img.youtube.com/vi/urRV3jib9cE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
161,q5gTt9io9Ho,【 #宇宙ホロ人狼 】🍑3人になったらエマージェンシー🍑【桃鈴ねね視点】,114149,2020-11-15T14:53:42Z,https://www.youtube.com/watch?v=q5gTt9io9Ho,http://img.youtube.com/vi/q5gTt9io9Ho/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
162,U3a1ITYoIAw,【Minecraft】ねねの部屋！【桃鈴ねね/ホロライブ】,130834,2020-11-14T16:09:14Z,https://www.youtube.com/watch?v=U3a1ITYoIAw,http://img.youtube.com/vi/U3a1ITYoIAw/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
163,V4lul4jWk9A,【はたらくUFO】IM NENE，UFO FRIEND【桃鈴ねね/ホロライブ】,70625,2020-11-13T11:26:03Z,https://www.youtube.com/watch?v=V4lul4jWk9A,http://img.youtube.com/vi/V4lul4jWk9A/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
164,xcVetOqe4bE,【雑談】冬に負けるな！【桃鈴ねね/ホロライブ】,42908,2020-11-13T04:07:12Z,https://www.youtube.com/watch?v=xcVetOqe4bE,http://img.youtube.com/vi/xcVetOqe4bE/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
165,2-f0wpNNzuU,【パスパルトゥー】どっちが有名画家になるのでしょうか？【桃鈴ねね/尾丸ポルカ】,108531,2020-11-11T11:38:59Z,https://www.youtube.com/watch?v=2-f0wpNNzuU,http://img.youtube.com/vi/2-f0wpNNzuU/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
166,j2k94LYJJUQ,【雑談】ポッキーの日！【桃鈴ねね/ホロライブ】,62817,2020-11-11T05:19:41Z,https://www.youtube.com/watch?v=j2k94LYJJUQ,http://img.youtube.com/vi/j2k94LYJJUQ/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
167,92118089XqM,【Minecraft】大冒険行くぞッッッ！！！【桃鈴ねね/夏色まつり】,81666,2020-11-10T11:52:55Z,https://www.youtube.com/watch?v=92118089XqM,http://img.youtube.com/vi/92118089XqM/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
168,e3n6GZgjLt0,【 #ホロ国際AmongUs 】✨The word impossible is not in my dictionary✨【桃鈴ねね視点】,125143,2020-11-09T15:17:48Z,https://www.youtube.com/watch?v=e3n6GZgjLt0,http://img.youtube.com/vi/e3n6GZgjLt0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
169,8eRpyDZmKI0,【雑談】早寝週間にしたい！【ホロライブ/桃鈴ねね】,78220,2020-11-09T05:22:48Z,https://www.youtube.com/watch?v=8eRpyDZmKI0,http://img.youtube.com/vi/8eRpyDZmKI0/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
170,r1uwGB4gL4I,【マリオカート8DX】やっぱコントローラーだわ【ホロライブ/桃鈴ねね】,80234,2020-11-08T11:06:45Z,https://www.youtube.com/watch?v=r1uwGB4gL4I,http://img.youtube.com/vi/r1uwGB4gL4I/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
171,0nO45Syuh8c,【phasmophobia】ししろんはホラゲじゃないってゆってた【ホロライブ/桃鈴ねね】,122151,2020-11-07T14:17:28Z,https://www.youtube.com/watch?v=0nO45Syuh8c,http://img.youtube.com/vi/0nO45Syuh8c/hqdefault.jpg,2021-06-08T00:00:00,2021-06-08T00:00:00
