id,clipid,cliptitle,clipurl,clipviews,clipimg,clippostdate,created_at,updated_at
160,je6FASZQcTU,ねねちのRESTROOM芸をマネする先輩達【桃鈴ねね 白銀ノエル 常闇トワ 切り抜き】,https://www.youtube.com/watch?v=JH-3Xg4LFRY,5025,http://img.youtube.com/vi/JH-3Xg4LFRY/hqdefault.jpg,2021-03-13 5:19:30,2021-06-12 12:00:00,2021-06-12 12:00:00
161,5QRpx3dPS_o,【桃鈴ねね】闇の深い学校生活「生徒指導室の常連だった」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=lJMFySuYvt4,114444,http://img.youtube.com/vi/lJMFySuYvt4/hqdefault.jpg,2021-03-12 13:38:26,2021-06-12 12:00:00,2021-06-12 12:00:00
162,ZFVTc5gjpHo,クーデターが起きたりヤンチャクラスだったり学生時代の【桃鈴ねね】の闇が深い,https://www.youtube.com/watch?v=aD9qTmIt3Vo,44283,http://img.youtube.com/vi/aD9qTmIt3Vo/hqdefault.jpg,2021-03-12 13:23:20,2021-06-12 12:00:00,2021-06-12 12:00:00
163,tTvJ0czEJiU,潤羽るしあにぶちかましていく桃鈴ねね【潤羽るしあ、桃鈴ねね】【切り抜き】,https://www.youtube.com/watch?v=chtEo4nermk,9582,http://img.youtube.com/vi/chtEo4nermk/hqdefault.jpg,2021-03-12 11:30:04,2021-06-12 12:00:00,2021-06-12 12:00:00
164,9gfQ_wRRIxk,桃鈴ねね語｢どちゃい｣【イナ/ホロライブ/切り抜き】,https://www.youtube.com/watch?v=yYnA8pzjV6Q,1220,http://img.youtube.com/vi/yYnA8pzjV6Q/hqdefault.jpg,2021-03-12 10:25:27,2021-06-12 12:00:00,2021-06-12 12:00:00
165,fML_Q_v-6OM,【ホロライブ切り抜き】つよつよホワイトライオン＆SSRB【雪花ラミィ／桃鈴ねね／尾丸ポルカ／獅白ぼたん】,https://www.youtube.com/watch?v=gxSgkU8qEC8,873,http://img.youtube.com/vi/gxSgkU8qEC8/hqdefault.jpg,2021-03-11 17:23:59,2021-06-12 12:00:00,2021-06-12 12:00:00
166,N6JuHlA-QSA,ねねちがウマ娘をやらないのには深い理由があった！【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=bLgIYX6Ippg,63072,http://img.youtube.com/vi/bLgIYX6Ippg/hqdefault.jpg,2021-03-09 11:00:11,2021-06-12 12:00:00,2021-06-12 12:00:00
167,_xAY7ihNNWs,お互いの声を欲する星街すいせいと桃鈴ねね【星街すいせい、桃鈴ねね】【切り抜き】,https://www.youtube.com/watch?v=pVxw9VEXu4A,4065,http://img.youtube.com/vi/pVxw9VEXu4A/hqdefault.jpg,2021-03-08 20:30:01,2021-06-12 12:00:00,2021-06-12 12:00:00
168,hJ_-0PGAp7U,【 #桃鈴ねね3D​ 】ねっ子とたわむれるねねちゃんが可愛すぎる！【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=hJ_-0PGAp7U,7379,http://img.youtube.com/vi/hJ_-0PGAp7U/hqdefault.jpg,2021-04-18 14:00:22,2021-06-12 12:00:00,2021-06-12 12:00:00
169,zxNc47_nJBI,[ホロライブ 切り抜き]桃鈴ねね / 独りんぼエンヴィー（電ポルP） [ホロライブ/ほろふぁいぶ/ボカロ/歌枠/VTuber],https://www.youtube.com/watch?v=zxNc47_nJBI,879,http://img.youtube.com/vi/zxNc47_nJBI/hqdefault.jpg,2020-11-01 13:42:24,2021-06-12 12:00:00,2021-06-12 12:00:00
170,2zV6Q4vx62E,【ホロライブ切り抜き】ねぽらぼの裏での謎のノリが明らかに【雪花ラミィ／桃鈴ねね／獅白ぼたん／尾丸ポルカ】,https://www.youtube.com/watch?v=2zV6Q4vx62E,1684,http://img.youtube.com/vi/2zV6Q4vx62E/hqdefault.jpg,2021-06-07 14:35:57,2021-06-12 12:00:00,2021-06-12 12:00:00
171,GWteuf8xrDg,【雪花ラミィ／桃鈴ねね】こっそりいつものをされるラミィ、がっつりいつものを忘れるねねね【ホロライブ切り抜き】,https://www.youtube.com/watch?v=GWteuf8xrDg,6079,http://img.youtube.com/vi/GWteuf8xrDg/hqdefault.jpg,2021-05-13 22:28:21,2021-06-12 12:00:00,2021-06-12 12:00:00
172,zvFxhGsJE8s,異物混入Rising Hope【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=zvFxhGsJE8s,1590,http://img.youtube.com/vi/zvFxhGsJE8s/hqdefault.jpg,2021-05-27 11:00:18,2021-06-12 12:00:00,2021-06-12 12:00:00
173,rQ8WGQCT5wg,【桃鈴ねね/雪花ラミィ/ホロライブ切り抜き】欲望を解放しとんでもないおっぺぇを雪花ラミィに生やしてしまう桃鈴ねね,https://www.youtube.com/watch?v=rQ8WGQCT5wg,289,http://img.youtube.com/vi/rQ8WGQCT5wg/hqdefault.jpg,2021-03-23 16:33:15,2021-06-12 12:00:00,2021-06-12 12:00:00
174,A-V4s9m43N8,【ホロライブ切り抜き＠桃鈴ねね/小鳥遊キアラ】ホラー苦手同士！自棄になるキアラに笑いが止まらないねねち,https://www.youtube.com/watch?v=A-V4s9m43N8,2608,http://img.youtube.com/vi/A-V4s9m43N8/hqdefault.jpg,2021-05-15 7:00:04,2021-06-12 12:00:00,2021-06-12 12:00:00
175,Q_GG1hw6RUs,桃鈴ねね、まさかの｢左右｣に大苦戦【雪花ラミィ/ホロライブ/切り抜き/5期生】,https://www.youtube.com/watch?v=wYuUu0W4x4A,1459,http://img.youtube.com/vi/wYuUu0W4x4A/hqdefault.jpg,2021-04-12 10:13:35,2021-06-12 12:00:00,2021-06-12 12:00:00
176,lVjdxj5RcBE,突然視界から消える桃鈴ねね (各々の反応付き)【尾丸ポルカ、獅白ぼたん、桃鈴ねね、雪花ラミィ】【切り抜き】,https://www.youtube.com/watch?v=Q_GG1hw6RUs,8778,http://img.youtube.com/vi/Q_GG1hw6RUs/hqdefault.jpg,2020-12-11 20:45:00,2021-06-12 12:00:00,2021-06-12 12:00:00
177,Prt_IRv1h68,ついに姿を現す桃鈴ねねリスナー(ねっ子)【ホロライブ切り抜き・桃鈴ねね】,https://www.youtube.com/watch?v=lVjdxj5RcBE,12044,http://img.youtube.com/vi/lVjdxj5RcBE/hqdefault.jpg,2021-01-27 14:55:39,2021-06-12 12:00:00,2021-06-12 12:00:00
178,ZmecuSnwDWg,3Dに期待大！ししろんも驚くねねちのダンスレッスン！【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=-xpVbks_uyY,14634,http://img.youtube.com/vi/-xpVbks_uyY/hqdefault.jpg,2021-03-29 14:00:01,2021-06-12 12:00:00,2021-06-12 12:00:00
179,Z0ehJ1dsfJ4,やはりどＭな桃鈴ねね、ラミィちゃんに罵られご満悦【ホロライブ切り抜き】,https://www.youtube.com/watch?v=Prt_IRv1h68,2992,http://img.youtube.com/vi/Prt_IRv1h68/hqdefault.jpg,2020-11-06 11:42:39,2021-06-12 12:00:00,2021-06-12 12:00:00
180,Dthr_C9zi8U,初コラボが嬉しくて先輩にじゃれつく桃鈴ねね【ホロライブ切り抜き/桃鈴ねね/雪花ラミィ/天音かなた/常闇トワ】,https://www.youtube.com/watch?v=ZmecuSnwDWg,1311,http://img.youtube.com/vi/ZmecuSnwDWg/hqdefault.jpg,2020-09-19 8:10:54,2021-06-12 12:00:00,2021-06-12 12:00:00
181,Rp8G56PmH3Q,初期ポケモン選びで限界化するポケモントレーナーねねちー【桃鈴ねね/ホロライブ切り抜き】,https://www.youtube.com/watch?v=cWMSGqsN-zw,3127,http://img.youtube.com/vi/cWMSGqsN-zw/hqdefault.jpg,2021-03-07 10:00:10,2021-06-12 12:00:00,2021-06-12 12:00:00
182,LCiEp50joZA,ねねちネーミングセンス炸裂②【桃鈴ねね切り抜き】【ホロライブ切り抜き】,https://www.youtube.com/watch?v=rghGbt4XT7w,2346,http://img.youtube.com/vi/rghGbt4XT7w/hqdefault.jpg,2021-03-18 3:49:07,2021-06-12 12:00:00,2021-06-12 12:00:00
183,wYZ9JvZvnJQ,ポルカの事を理解してないねねちゃん【桃鈴ねね/尾丸ポルカ/ホロライブ5期生/切り抜き】,https://www.youtube.com/watch?v=Z0ehJ1dsfJ4,9529,http://img.youtube.com/vi/Z0ehJ1dsfJ4/hqdefault.jpg,2021-02-07 10:23:36,2021-06-12 12:00:00,2021-06-12 12:00:00
184,voxsXM_pQsQ,ピースサイン  ・桃鈴ねね✨【Hololive歌枠切り抜き】✨,https://www.youtube.com/watch?v=Dthr_C9zi8U,24,http://img.youtube.com/vi/Dthr_C9zi8U/hqdefault.jpg,2021-06-01 8:17:22,2021-06-12 12:00:00,2021-06-12 12:00:00
185,kv9UFLRMCyI,【ASMR風】修学旅行の夜ごっこ【桃鈴ねね/切り抜き】,https://www.youtube.com/watch?v=Rp8G56PmH3Q,643,http://img.youtube.com/vi/Rp8G56PmH3Q/hqdefault.jpg,2021-05-29 23:09:22,2021-06-12 12:00:00,2021-06-12 12:00:00
186,GLdeuMx5QUA,【桃鈴ねね/雪花ラミィ】初めて二人で遊びに行ってスパで盛大にのぼせるねねち【ホロライブ/切り抜き】,https://www.youtube.com/watch?v=LCiEp50joZA,735,http://img.youtube.com/vi/LCiEp50joZA/hqdefault.jpg,2021-06-08 20:00:46,2021-06-12 12:00:00,2021-06-12 12:00:00
187,enNwz6wQKmk,【ホロライブ】即興の魔法少女ねねちがカワイくて面白い!【桃鈴ねね/白上フブキ/夏色まつり/常闇トワ/hololive/切り抜き/ホロライブ切り抜き】,https://www.youtube.com/watch?v=wYZ9JvZvnJQ,3192,http://img.youtube.com/vi/wYZ9JvZvnJQ/hqdefault.jpg,2021-06-04 11:46:50,2021-06-12 12:00:00,2021-06-12 12:00:00
188,0fTQ2Qln1mY,※概要欄追記あり【ホロライブ切り抜き】ねぽらぼで一人だけ思い出せないポルカ【桃鈴ねね/尾丸ポルカ/雪花ラミィ/獅白ぼたん】,https://www.youtube.com/watch?v=voxsXM_pQsQ,1042,http://img.youtube.com/vi/voxsXM_pQsQ/hqdefault.jpg,2021-02-24 14:35:21,2021-06-12 12:00:00,2021-06-12 12:00:00
189,ZCwfsa64gCI,Ahoy!! 我ら宝鐘海賊団☆と合わせて見るカラオケ３D配信の可愛い動きまとめ【夏色まつり・白上フブキ・常闇トワ・桃鈴ねね/ホロライブ切り抜き】,https://www.youtube.com/watch?v=kv9UFLRMCyI,147,http://img.youtube.com/vi/kv9UFLRMCyI/hqdefault.jpg,2021-06-05 5:24:15,2021-06-12 12:00:00,2021-06-12 12:00:00
190,-Py8sIOwKtk,みんなを支援したい気持ちが強すぎるねねち【桃鈴ねね 尾丸ポルカ 雪花ラミィ 獅白ぼたん ホロライブ 切り抜き動画】,https://www.youtube.com/watch?v=GLdeuMx5QUA,73,http://img.youtube.com/vi/GLdeuMx5QUA/hqdefault.jpg,2021-06-04 4:49:32,2021-06-12 12:00:00,2021-06-12 12:00:00
191,m8SAZMF7IzA,【ホロライブ/桃鈴ねね】sealnene 可愛く逃げるねねち！Nenechi to run away！！,https://www.youtube.com/watch?v=enNwz6wQKmk,31,http://img.youtube.com/vi/enNwz6wQKmk/hqdefault.jpg,2021-06-06 9:25:04,2021-06-12 12:00:00,2021-06-12 12:00:00
192,azEAEl5kdIw,【複数視点同時進行】ぺこランドで遊ぶ桃鈴ねねを見守る獅白ぼたんと角巻わため 【獅白ぼたん、角巻わため、桃鈴ねね】【切り抜き】,https://www.youtube.com/watch?v=pIg6SfuoWSg,1807,http://img.youtube.com/vi/pIg6SfuoWSg/hqdefault.jpg,2021-04-03 21:32:11,2021-06-12 12:00:00,2021-06-12 12:00:00
193,LexMw5Njh-w,【ホロライブ 夜空メル/桃鈴ねね 切り抜き】メルねね兄弟のスーパーマリオ３Dワールドコラボ珍プレー集,https://www.youtube.com/watch?v=0fTQ2Qln1mY,706,http://img.youtube.com/vi/0fTQ2Qln1mY/hqdefault.jpg,2021-05-23 18:45:38,2021-06-12 12:00:00,2021-06-12 12:00:00
194,8F7ZzPhIrJQ,愛してるゲームが強すぎるねねち【桃鈴ねね/常闇トワ/切り抜き】,https://www.youtube.com/watch?v=ZCwfsa64gCI,2851,http://img.youtube.com/vi/ZCwfsa64gCI/hqdefault.jpg,2021-06-04 16:54:43,2021-06-12 12:00:00,2021-06-12 12:00:00
195,mUJGdHGp7cY,過去に便所飯を経験している桃鈴ねね「ホロライブ/切り抜き」,https://www.youtube.com/watch?v=-Py8sIOwKtk,1578,http://img.youtube.com/vi/-Py8sIOwKtk/hqdefault.jpg,2020-08-21 1:53:31,2021-06-12 12:00:00,2021-06-12 12:00:00
196,2jYwrjhAGvY,【桃鈴ねね】海外ニキにアザラシとの違いを聞かれる桃鈴ねね【ホロライブ切り抜き】,https://www.youtube.com/watch?v=m8SAZMF7IzA,507,http://img.youtube.com/vi/m8SAZMF7IzA/hqdefault.jpg,2021-04-25 10:00:17,2021-06-12 12:00:00,2021-06-12 12:00:00
197,7TB96kJpawI,【桃鈴ねね/３rdLIVE】”Godknows”涼宮ハルヒ【歌配信/ホロライブ切り抜き】,https://www.youtube.com/watch?v=azEAEl5kdIw,51,http://img.youtube.com/vi/azEAEl5kdIw/hqdefault.jpg,2020-09-11 16:34:27,2021-06-12 12:00:00,2021-06-12 12:00:00
198,2bkNMb5xNRw,ねねち、ダンスレッスンに通う！【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=N6JuHlA-QSA,259,http://img.youtube.com/vi/N6JuHlA-QSA/hqdefault.jpg,2021-02-26 14:00:53,2021-06-12 12:00:00,2021-06-12 12:00:00
199,OL_k-CNZDMQ,漢字が読めず焦るねね。爆笑ラップでなんとか乗り切る【桃鈴ねね/尾丸ポルカ/獅白ぼたん/雪花ラミィ/ホロライブ切り抜き】,https://www.youtube.com/watch?v=LexMw5Njh-w,186,http://img.youtube.com/vi/LexMw5Njh-w/hqdefault.jpg,2021-01-05 9:55:08,2021-06-12 12:00:00,2021-06-12 12:00:00
200,M9xAnfGxo4Y,【嘘？本当？】桃鈴ねねが中国語の意味でとんでもないセンシティブワードに「お〇ぱいもみもみすいすい」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=8F7ZzPhIrJQ,4567,http://img.youtube.com/vi/8F7ZzPhIrJQ/hqdefault.jpg,2021-04-20 14:20:20,2021-06-12 12:00:00,2021-06-12 12:00:00
201,3U0deBzms9U,【桃鈴ねね】自分の水着姿に風流な感想を述べる桃鈴ねね【切り抜き】,https://www.youtube.com/watch?v=mUJGdHGp7cY,17900,http://img.youtube.com/vi/mUJGdHGp7cY/hqdefault.jpg,2020-10-06 12:06:40,2021-06-12 12:00:00,2021-06-12 12:00:00
202,Z45wNl7vEQ4,ラン♪ラン♪ラン♪ラミィ〜♪【桃鈴ねね 雪花ラミィ 切り抜き】,https://www.youtube.com/watch?v=2jYwrjhAGvY,1519,http://img.youtube.com/vi/2jYwrjhAGvY/hqdefault.jpg,2021-04-15 11:28:39,2021-06-12 12:00:00,2021-06-12 12:00:00
203,mq8Zqg68en4,ねねハンバーガーの闇【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=7TB96kJpawI,537,http://img.youtube.com/vi/7TB96kJpawI/hqdefault.jpg,2021-04-15 22:00:08,2021-06-12 12:00:00,2021-06-12 12:00:00
204,-WyX4HKoJME,【ホロライブ】A-B-C-D-E-F Gカップの歌【桃鈴ねね/hololive/切り抜き/ホロライブ切り抜き】,https://www.youtube.com/watch?v=2bkNMb5xNRw,345,http://img.youtube.com/vi/2bkNMb5xNRw/hqdefault.jpg,2021-04-21 9:00:03,2021-06-12 12:00:00,2021-06-12 12:00:00
205,p_audkE2odM,王様ゲームの命令を完璧にこなしてみせるねねち【桃鈴ねね/切り抜き】,https://www.youtube.com/watch?v=OL_k-CNZDMQ,555,http://img.youtube.com/vi/OL_k-CNZDMQ/hqdefault.jpg,2021-06-04 12:02:11,2021-06-12 12:00:00,2021-06-12 12:00:00
206,w1S0rvy-Qtw,【ホロライブ】ねねガチャ、引いてく?【桃鈴ねね/hololive/切り抜き/ホロライブ切り抜き】,https://www.youtube.com/watch?v=M9xAnfGxo4Y,461,http://img.youtube.com/vi/M9xAnfGxo4Y/hqdefault.jpg,2021-05-31 11:09:21,2021-06-12 12:00:00,2021-06-12 12:00:00
207,7Jr-TozOWNo,【ホロライブ/切り抜き】王様ゲームでフリーダムに動きまくる桃鈴ねね【ホロカラ覗き見/3D】,https://www.youtube.com/watch?v=3U0deBzms9U,1307,http://img.youtube.com/vi/3U0deBzms9U/hqdefault.jpg,2021-06-04 19:38:35,2021-06-12 12:00:00,2021-06-12 12:00:00
208,vSbki-TWo-0,【桃鈴ねね】進化するねね【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=Z45wNl7vEQ4,6397,http://img.youtube.com/vi/Z45wNl7vEQ4/hqdefault.jpg,2020-12-05 10:00:19,2021-06-12 12:00:00,2021-06-12 12:00:00
209,WQ1ytSpy0_E,【手描き切り抜き】Baby English ねね 【ホロライブ】【桃鈴ねね】,https://www.youtube.com/watch?v=mq8Zqg68en4,307,http://img.youtube.com/vi/mq8Zqg68en4/hqdefault.jpg,2021-01-22 13:16:22,2021-06-12 12:00:00,2021-06-12 12:00:00
210,7Bt5hjYeHJc,桃鈴ねねのドラえもんモノマネに、なんじゃこりゃあ状態の宝鐘マリン【ホロライブ切り抜き】,https://www.youtube.com/watch?v=-WyX4HKoJME,19116,http://img.youtube.com/vi/-WyX4HKoJME/hqdefault.jpg,2020-10-14 13:31:03,2021-06-12 12:00:00,2021-06-12 12:00:00
211,mJ7jU-UupxQ,【 #桃鈴ねね3D​ 】ねっ子とたわむれるねねちゃんが可愛すぎる！【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=hJ_-0PGAp7U,7381,http://img.youtube.com/vi/hJ_-0PGAp7U/hqdefault.jpg,2021-04-18 14:00:22,2021-06-12 12:00:00,2021-06-12 12:00:00
212,cIxDIiNiOvY,【Cooking Simulator】ねねち×ガスボンベ=大爆発【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=9i4ikSufidQ,597,http://img.youtube.com/vi/9i4ikSufidQ/hqdefault.jpg,2021-03-15 4:15:56,2021-06-12 12:00:00,2021-06-12 12:00:00
213,BhSsQjcMS7M,[ホロライブ 切り抜き]桃鈴ねね / 独りんぼエンヴィー（電ポルP） [ホロライブ/ほろふぁいぶ/ボカロ/歌枠/VTuber],https://www.youtube.com/watch?v=zxNc47_nJBI,880,http://img.youtube.com/vi/zxNc47_nJBI/hqdefault.jpg,2020-11-01 13:42:24,2021-06-12 12:00:00,2021-06-12 12:00:00
214,o-hhbuEdP3w,【ホロライブ切り抜き】ねぽらぼの裏での謎のノリが明らかに【雪花ラミィ／桃鈴ねね／獅白ぼたん／尾丸ポルカ】,https://www.youtube.com/watch?v=2zV6Q4vx62E,1723,http://img.youtube.com/vi/2zV6Q4vx62E/hqdefault.jpg,2021-06-07 14:35:57,2021-06-12 12:00:00,2021-06-12 12:00:00
215,uiW1-hzbSg8,【雪花ラミィ／桃鈴ねね】こっそりいつものをされるラミィ、がっつりいつものを忘れるねねね【ホロライブ切り抜き】,https://www.youtube.com/watch?v=GWteuf8xrDg,6080,http://img.youtube.com/vi/GWteuf8xrDg/hqdefault.jpg,2021-05-13 22:28:21,2021-06-12 12:00:00,2021-06-12 12:00:00
216,1g_am5MgJoc,【桃鈴ねね切り抜き】桃鈴ねねの「アイドルがする事しない事」【ほろふぁいぶ/ホロライブ5期生】,https://www.youtube.com/watch?v=mJ7jU-UupxQ,17,http://img.youtube.com/vi/mJ7jU-UupxQ/hqdefault.jpg,2020-12-24 5:00:25,2021-06-12 12:00:00,2021-06-12 12:00:00
217,KMHh7ZXDTK0,異物混入Rising Hope【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=zvFxhGsJE8s,1591,http://img.youtube.com/vi/zvFxhGsJE8s/hqdefault.jpg,2021-05-27 11:00:18,2021-06-12 12:00:00,2021-06-12 12:00:00
218,QMg3qbK2UeA,【桃鈴ねね/雪花ラミィ/ホロライブ切り抜き】欲望を解放しとんでもないおっぺぇを雪花ラミィに生やしてしまう桃鈴ねね,https://www.youtube.com/watch?v=rQ8WGQCT5wg,289,http://img.youtube.com/vi/rQ8WGQCT5wg/hqdefault.jpg,2021-03-23 16:33:15,2021-06-12 12:00:00,2021-06-12 12:00:00
219,7L5G1wL-YM4,【ホロライブ切り抜き＠桃鈴ねね/小鳥遊キアラ】ホラー苦手同士！自棄になるキアラに笑いが止まらないねねち,https://www.youtube.com/watch?v=A-V4s9m43N8,2610,http://img.youtube.com/vi/A-V4s9m43N8/hqdefault.jpg,2021-05-15 7:00:04,2021-06-12 12:00:00,2021-06-12 12:00:00
220,BOsqW4cKKZE,桃鈴ねね、まさかの｢左右｣に大苦戦【雪花ラミィ/ホロライブ/切り抜き/5期生】,https://www.youtube.com/watch?v=wYuUu0W4x4A,1461,http://img.youtube.com/vi/wYuUu0W4x4A/hqdefault.jpg,2021-04-12 10:13:35,2021-06-12 12:00:00,2021-06-12 12:00:00
221,HJyu1iemFso,突然視界から消える桃鈴ねね (各々の反応付き)【尾丸ポルカ、獅白ぼたん、桃鈴ねね、雪花ラミィ】【切り抜き】,https://www.youtube.com/watch?v=Q_GG1hw6RUs,8778,http://img.youtube.com/vi/Q_GG1hw6RUs/hqdefault.jpg,2020-12-11 20:45:00,2021-06-12 12:00:00,2021-06-12 12:00:00
222,YTIsEe4ygVQ,勇気100％・桃鈴ねね✨【Hololive歌枠切り抜き】✨,https://www.youtube.com/watch?v=cIxDIiNiOvY,59,http://img.youtube.com/vi/cIxDIiNiOvY/hqdefault.jpg,2021-05-07 8:42:09,2021-06-12 12:00:00,2021-06-12 12:00:00
223,pg5CclgwS9w,ねねの日本語講座がちょっと変【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=BhSsQjcMS7M,2255,http://img.youtube.com/vi/BhSsQjcMS7M/hqdefault.jpg,2021-01-29 10:00:03,2021-06-12 12:00:00,2021-06-12 12:00:00
224,xJE_ADq7gFg,ついに姿を現す桃鈴ねねリスナー(ねっ子)【ホロライブ切り抜き・桃鈴ねね】,https://www.youtube.com/watch?v=lVjdxj5RcBE,12085,http://img.youtube.com/vi/lVjdxj5RcBE/hqdefault.jpg,2021-01-27 14:55:39,2021-06-12 12:00:00,2021-06-12 12:00:00
225,RUA_s0M0CJ0,3Dに期待大！ししろんも驚くねねちのダンスレッスン！【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=-xpVbks_uyY,14659,http://img.youtube.com/vi/-xpVbks_uyY/hqdefault.jpg,2021-03-29 14:00:01,2021-06-12 12:00:00,2021-06-12 12:00:00
226,K16JfEbyVRg,やはりどＭな桃鈴ねね、ラミィちゃんに罵られご満悦【ホロライブ切り抜き】,https://www.youtube.com/watch?v=Prt_IRv1h68,2994,http://img.youtube.com/vi/Prt_IRv1h68/hqdefault.jpg,2020-11-06 11:42:39,2021-06-12 12:00:00,2021-06-12 12:00:00
227,r6F4yEnKoFw,ねねプロ社長内緒のプロジェクト進行中！？【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=o-hhbuEdP3w,1771,http://img.youtube.com/vi/o-hhbuEdP3w/hqdefault.jpg,2021-01-23 10:00:12,2021-06-12 12:00:00,2021-06-12 12:00:00
228,ZISFqBG7Ngk,ねねちネーミングセンス炸裂②【桃鈴ねね切り抜き】【ホロライブ切り抜き】,https://www.youtube.com/watch?v=rghGbt4XT7w,2346,http://img.youtube.com/vi/rghGbt4XT7w/hqdefault.jpg,2021-03-18 3:49:07,2021-06-12 12:00:00,2021-06-12 12:00:00
229,fDOAXppiy4k,桃鈴ねねの歌う「虹」が可愛い!!【ホロライブ歌枠切り抜き】,https://www.youtube.com/watch?v=uiW1-hzbSg8,1359,http://img.youtube.com/vi/uiW1-hzbSg8/hqdefault.jpg,2020-10-11 17:04:33,2021-06-12 12:00:00,2021-06-12 12:00:00
230,pOVXTPKqACM,ピースサイン  ・桃鈴ねね✨【Hololive歌枠切り抜き】✨,https://www.youtube.com/watch?v=Dthr_C9zi8U,25,http://img.youtube.com/vi/Dthr_C9zi8U/hqdefault.jpg,2021-06-01 8:17:22,2021-06-12 12:00:00,2021-06-12 12:00:00
231,xnMufIApdzU,【ASMR風】修学旅行の夜ごっこ【桃鈴ねね/切り抜き】,https://www.youtube.com/watch?v=Rp8G56PmH3Q,646,http://img.youtube.com/vi/Rp8G56PmH3Q/hqdefault.jpg,2021-05-29 23:09:22,2021-06-12 12:00:00,2021-06-12 12:00:00
232,39BCgq_YgT4,"『BLUE CLAPPER』【歌枠切り抜き】【白上フブキ, 桃鈴ねね, 星街すいせい, 尾丸ポルカ】",https://www.youtube.com/watch?v=1g_am5MgJoc,221,http://img.youtube.com/vi/1g_am5MgJoc/hqdefault.jpg,2021-01-17 5:13:53,2021-06-12 12:00:00,2021-06-12 12:00:00
233,8DamkY0V3FQ,【桃鈴ねね/雪花ラミィ】初めて二人で遊びに行ってスパで盛大にのぼせるねねち【ホロライブ/切り抜き】,https://www.youtube.com/watch?v=LCiEp50joZA,916,http://img.youtube.com/vi/LCiEp50joZA/hqdefault.jpg,2021-06-08 20:00:46,2021-06-12 12:00:00,2021-06-12 12:00:00
234,aGedXE0ir5U,【ホロライブ】即興の魔法少女ねねちがカワイくて面白い!【桃鈴ねね/白上フブキ/夏色まつり/常闇トワ/hololive/切り抜き/ホロライブ切り抜き】,https://www.youtube.com/watch?v=wYZ9JvZvnJQ,3198,http://img.youtube.com/vi/wYZ9JvZvnJQ/hqdefault.jpg,2021-06-04 11:46:50,2021-06-12 12:00:00,2021-06-12 12:00:00
235,wElrI67uOXM,※概要欄追記あり【ホロライブ切り抜き】ねぽらぼで一人だけ思い出せないポルカ【桃鈴ねね/尾丸ポルカ/雪花ラミィ/獅白ぼたん】,https://www.youtube.com/watch?v=voxsXM_pQsQ,1042,http://img.youtube.com/vi/voxsXM_pQsQ/hqdefault.jpg,2021-02-24 14:35:21,2021-06-12 12:00:00,2021-06-12 12:00:00
236,KM9zSQ_5lag,Ahoy!! 我ら宝鐘海賊団☆と合わせて見るカラオケ３D配信の可愛い動きまとめ【夏色まつり・白上フブキ・常闇トワ・桃鈴ねね/ホロライブ切り抜き】,https://www.youtube.com/watch?v=kv9UFLRMCyI,150,http://img.youtube.com/vi/kv9UFLRMCyI/hqdefault.jpg,2021-06-05 5:24:15,2021-06-12 12:00:00,2021-06-12 12:00:00
237,WflaEYVLeFU,みんなを支援したい気持ちが強すぎるねねち【桃鈴ねね 尾丸ポルカ 雪花ラミィ 獅白ぼたん ホロライブ 切り抜き動画】,https://www.youtube.com/watch?v=GLdeuMx5QUA,82,http://img.youtube.com/vi/GLdeuMx5QUA/hqdefault.jpg,2021-06-04 4:49:32,2021-06-12 12:00:00,2021-06-12 12:00:00
238,ycLBpjCB63I,【ホロライブ/桃鈴ねね】sealnene 可愛く逃げるねねち！Nenechi to run away！！,https://www.youtube.com/watch?v=enNwz6wQKmk,33,http://img.youtube.com/vi/enNwz6wQKmk/hqdefault.jpg,2021-06-06 9:25:04,2021-06-12 12:00:00,2021-06-12 12:00:00
239,hqbTFnM7zag,【複数視点同時進行】ぺこランドで遊ぶ桃鈴ねねを見守る獅白ぼたんと角巻わため 【獅白ぼたん、角巻わため、桃鈴ねね】【切り抜き】,https://www.youtube.com/watch?v=pIg6SfuoWSg,1812,http://img.youtube.com/vi/pIg6SfuoWSg/hqdefault.jpg,2021-04-03 21:32:11,2021-06-12 12:00:00,2021-06-12 12:00:00
