id,clipid,cliptitle,clipurl,clipviews,clipimg,clippostdate,created_at,updated_at
80,hIrNyt_NKWY,3Dに期待大！ししろんも驚くねねちのダンスレッスン！【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=-xpVbks_uyY,14627,http://img.youtube.com/vi/-xpVbks_uyY/hqdefault.jpg,2021-03-29 14:00:01,2021-06-12 12:00:00,2021-06-12 12:00:00
81,Nvb-kWdA5D4,ラミポル＆ねねぼたの就寝シーン比較【桃鈴ねね/尾丸ポルカ/雪花ラミィ/獅白ぼたん/ホロライブ/切り抜き】,https://www.youtube.com/watch?v=3vqIxebv0KA,49580,http://img.youtube.com/vi/3vqIxebv0KA/hqdefault.jpg,2021-03-29 8:09:26,2021-06-12 12:00:00,2021-06-12 12:00:00
82,vKer7eY7KzY,ねねぼたてぇてぇ？ししろんとねねちが夜を一緒に‥‥【獅白ぼたん切り抜き】【桃鈴ねね切り抜き】,https://www.youtube.com/watch?v=PxRGN2KmVBI,329,http://img.youtube.com/vi/PxRGN2KmVBI/hqdefault.jpg,2021-03-28 9:18:06,2021-06-12 12:00:00,2021-06-12 12:00:00
83,W5KggmBBU1Q,【桃鈴ねね】スンスンッ！何か部屋が臭い「ダンスシューズほかっといたからだｗ」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=BaMSqgQahjQ,76632,http://img.youtube.com/vi/BaMSqgQahjQ/hqdefault.jpg,2021-03-26 22:08:18,2021-06-12 12:00:00,2021-06-12 12:00:00
84,8uh9KVVpQq8,【桃鈴ねね】Stardew Valleyで撮れ高を稼ぐねねちと横でゲラるししろん【獅白ぼたん/ホロライブ切り抜き】,https://www.youtube.com/watch?v=hIrNyt_NKWY,239574,http://img.youtube.com/vi/hIrNyt_NKWY/hqdefault.jpg,2021-03-26 20:58:38,2021-06-12 12:00:00,2021-06-12 12:00:00
85,0gIomzrUgJs,【ホロライブ切り抜き】油断して他枠に生活音を流してしまうポルカ【尾丸ポルカ・獅白ぼたん・桃鈴ねね・雪花ラミィ】,https://www.youtube.com/watch?v=Nvb-kWdA5D4,98693,http://img.youtube.com/vi/Nvb-kWdA5D4/hqdefault.jpg,2021-03-26 19:30:44,2021-06-12 12:00:00,2021-06-12 12:00:00
86,Dtlx1cYV0tI,"【例の問題まとめ】一人だけクソガキ感がハンパないねねちwww【雪花ラミィ,獅白ぼたん,尾丸ポルカ,桃鈴ねね,五期生切り抜き】",https://www.youtube.com/watch?v=vKer7eY7KzY,60933,http://img.youtube.com/vi/vKer7eY7KzY/hqdefault.jpg,2021-03-25 16:58:22,2021-06-12 12:00:00,2021-06-12 12:00:00
87,z-ICK24TyGM,【桃鈴ねね】ラミィ水が違法になったので代替え商品「直取り搾りたてねねの天然脇水サーバー！！」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=W5KggmBBU1Q,18406,http://img.youtube.com/vi/W5KggmBBU1Q/hqdefault.jpg,2021-03-25 15:39:48,2021-06-12 12:00:00,2021-06-12 12:00:00
88,wFK_FzHmSpI,【空気読み。3】反応がキッズの桃鈴ねねまとめ【桃鈴ねね】【切り抜き】,https://www.youtube.com/watch?v=8uh9KVVpQq8,923,http://img.youtube.com/vi/8uh9KVVpQq8/hqdefault.jpg,2021-03-25 15:30:00,2021-06-12 12:00:00,2021-06-12 12:00:00
89,Z2aDx1-tuZo,桃鈴ねねの配信での行動がクソガキ過ぎて、大空スバルに逮捕される【ホロライブ切り抜き】,https://www.youtube.com/watch?v=0gIomzrUgJs,186987,http://img.youtube.com/vi/0gIomzrUgJs/hqdefault.jpg,2021-03-25 0:00:01,2021-06-12 12:00:00,2021-06-12 12:00:00
90,milQKlaeneI,【桃鈴ねね /大空スバル】大空警察にクソガキ罪で逮捕されてしまう桃鈴ねね【ホロライブ/切り抜き】,https://www.youtube.com/watch?v=Dtlx1cYV0tI,153249,http://img.youtube.com/vi/Dtlx1cYV0tI/hqdefault.jpg,2021-03-24 13:33:52,2021-06-12 12:00:00,2021-06-12 12:00:00
91,Tf5T_kdaMs0,ねっ子「ねねシコ許可して？」ねねち「事後報告して下さい！」【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=z-ICK24TyGM,164485,http://img.youtube.com/vi/z-ICK24TyGM/hqdefault.jpg,2021-03-24 1:35:28,2021-06-12 12:00:00,2021-06-12 12:00:00
92,8x3jrgxCjlI,切り抜きについてちょこっとだけ【桃鈴ねね/ホロライブ切り抜き】,https://www.youtube.com/watch?v=wFK_FzHmSpI,1295,http://img.youtube.com/vi/wFK_FzHmSpI/hqdefault.jpg,2021-03-23 9:00:11,2021-06-12 12:00:00,2021-06-12 12:00:00
93,rghGbt4XT7w,【桐生ココ/猫又おかゆ】海外ニキの中でねねのハズバンドコレクションが浸透してきた！？【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=Z2aDx1-tuZo,10366,http://img.youtube.com/vi/Z2aDx1-tuZo/hqdefault.jpg,2021-03-22 11:00:12,2021-06-12 12:00:00,2021-06-12 12:00:00
94,6x4dW559jBA,「かわいそう可愛いがこんなに似合う子いるんだ」って思われているねねち【桃鈴ねね／鬼灯わらべ】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=milQKlaeneI,14057,http://img.youtube.com/vi/milQKlaeneI/hqdefault.jpg,2021-03-20 11:30:30,2021-06-12 12:00:00,2021-06-12 12:00:00
95,bjjQ8ctppG4,ヤンデレねねち【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=Tf5T_kdaMs0,1020,http://img.youtube.com/vi/Tf5T_kdaMs0/hqdefault.jpg,2021-03-18 15:15:02,2021-06-12 12:00:00,2021-06-12 12:00:00
96,jwPSRi9aAs0,ねねち「オタクくんさぁ…」【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=8x3jrgxCjlI,415,http://img.youtube.com/vi/8x3jrgxCjlI/hqdefault.jpg,2021-03-18 4:00:03,2021-06-12 12:00:00,2021-06-12 12:00:00
97,uzP32QdTYXE,ねねちネーミングセンス炸裂②【桃鈴ねね切り抜き】【ホロライブ切り抜き】,https://www.youtube.com/watch?v=rghGbt4XT7w,2346,http://img.youtube.com/vi/rghGbt4XT7w/hqdefault.jpg,2021-03-18 3:49:07,2021-06-12 12:00:00,2021-06-12 12:00:00
98,WbS3Z8RFWX8,回線不調で音がほとんど乗らない【桃鈴ねね】、ミュートせずに鼻をかんだりうんぴっぴソングを歌うもアーカイブにしっかり保存されているｗ【ホロライブ/切り抜き】,https://www.youtube.com/watch?v=6x4dW559jBA,3069,http://img.youtube.com/vi/6x4dW559jBA/hqdefault.jpg,2021-03-16 17:13:08,2021-06-12 12:00:00,2021-06-12 12:00:00
99,39esJoTCgEU,【桃鈴ねね】YouTubeがぐるぐるしてる間に鼻かみ音や品のない言葉を連呼したアーカイブを残してしまうねねち【ホロライブ切り抜き】,https://www.youtube.com/watch?v=bjjQ8ctppG4,3505,http://img.youtube.com/vi/bjjQ8ctppG4/hqdefault.jpg,2021-03-16 13:30:35,2021-06-12 12:00:00,2021-06-12 12:00:00
100,gxY5XP2OKvU,【桃鈴ねね】ぐるぐる枠で何も聞こえないのを逆手に取り最強になるねねち「ミュート無しで一発鼻でもかんでやるか！」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=jwPSRi9aAs0,86857,http://img.youtube.com/vi/jwPSRi9aAs0/hqdefault.jpg,2021-03-16 13:01:14,2021-06-12 12:00:00,2021-06-12 12:00:00
101,Iie5wFPN8uA,クリアファイルゲット出来ましたか？【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=LgHqji2apog,33393,http://img.youtube.com/vi/LgHqji2apog/hqdefault.jpg,2021-05-13 11:00:08,2021-06-12 12:00:00,2021-06-12 12:00:00
102,IWy0vVLS5oM,【桃鈴ねね/尾丸ポルカ】ショートアニメ-ねっ子4個目-CV 桃鈴ねね/尾丸ポルカ【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=uzP32QdTYXE,32045,http://img.youtube.com/vi/uzP32QdTYXE/hqdefault.jpg,2021-01-29 22:39:26,2021-06-12 12:00:00,2021-06-12 12:00:00
103,9O2tfc2AYks,突然始まる修学旅行シチュエーションボイスの質感がすごい桃鈴ねね【ホロライブ/切り抜き】,https://www.youtube.com/watch?v=WbS3Z8RFWX8,32692,http://img.youtube.com/vi/WbS3Z8RFWX8/hqdefault.jpg,2021-05-30 8:00:13,2021-06-12 12:00:00,2021-06-12 12:00:00
104,ptKlNJ5-wT8,"【アニソン(ハルヒ)】ねねちゃんの""God knows..."" がカッコよすぎぃ!!歌中に20万人を突破おめでたい!!【桃鈴ねね × 平野綾】",https://www.youtube.com/watch?v=GfmYfoH9A2E,31538,http://img.youtube.com/vi/GfmYfoH9A2E/hqdefault.jpg,2020-09-12 0:36:49,2021-06-12 12:00:00,2021-06-12 12:00:00
105,xXLXXvkveiQ,偏食の桃鈴ねねにサラダを押し付けられる雪花ラミィ【ホロライブ切り抜き】,https://www.youtube.com/watch?v=zX1mE6gqb2E,31214,http://img.youtube.com/vi/zX1mE6gqb2E/hqdefault.jpg,2021-01-21 10:57:16,2021-06-12 12:00:00,2021-06-12 12:00:00
106,Tj3DXNMeMCg,【雪花ラミィ 桃鈴ねね】ラミィおじさんとねねワンのHuman Fall Flatまとめ【ホロライブ切り抜き】,https://www.youtube.com/watch?v=OaYZfkinZVM,31331,http://img.youtube.com/vi/OaYZfkinZVM/hqdefault.jpg,2020-11-20 3:58:01,2021-06-12 12:00:00,2021-06-12 12:00:00
107,8bWFSvigcqI,桃鈴ねねが教える「アイドルがする事しない事」【ほろふぁいぶ/ホロライブ5期生/切り抜き】,https://www.youtube.com/watch?v=W2BevGBmZwA,30902,http://img.youtube.com/vi/W2BevGBmZwA/hqdefault.jpg,2020-12-21 6:50:09,2021-06-12 12:00:00,2021-06-12 12:00:00
108,MiSURRMqSG0,"【おっぺぇ】ねねちが紹介する""育乳マッサージ""に興味津々のかなたんはボインボイン【天音かなた/桃鈴ねね/ホロライブ 切り抜き】",https://www.youtube.com/watch?v=u-nnF-UYPTY,30491,http://img.youtube.com/vi/u-nnF-UYPTY/hqdefault.jpg,2021-04-12 9:01:00,2021-06-12 12:00:00,2021-06-12 12:00:00
109,QvYX0u4ziOo,ねねにエロのお手本をみせるトワ様【桃鈴ねね/常闇トワ】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=61TWrlucUCg,30640,http://img.youtube.com/vi/61TWrlucUCg/hqdefault.jpg,2021-04-23 14:00:03,2021-06-12 12:00:00,2021-06-12 12:00:00
110,nmMunbJMzWA,【桃鈴ねね、雪花ラミィ】徐々に本性を見せ始める桃鈴ねね 前編【切り抜き】,https://www.youtube.com/watch?v=uR8McCM3cas,30092,http://img.youtube.com/vi/uR8McCM3cas/hqdefault.jpg,2020-09-23 10:32:14,2021-06-12 12:00:00,2021-06-12 12:00:00
111,SjYK-zroaRs,ねねちの悲惨すぎる台所事情【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=gb0us40om_U,30298,http://img.youtube.com/vi/gb0us40om_U/hqdefault.jpg,2021-02-12 1:00:06,2021-06-12 12:00:00,2021-06-12 12:00:00
112,CSuPY7HsSmE,【桃鈴ねね】ショートアニメ-ねっ子2個目-CV 桃鈴ねね【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=uWq_ICAzywI,29798,http://img.youtube.com/vi/uWq_ICAzywI/hqdefault.jpg,2021-01-28 14:23:18,2021-06-12 12:00:00,2021-06-12 12:00:00
113,ehQsyiZmipw,ついに発表することが出来た【ねね3D】に感極まり、そこから歌ったコネクトがあまりにもエモすぎた【桃鈴ねね】【ホロライブ/切り抜き】,https://www.youtube.com/watch?v=3heIAAhbrPc,29548,http://img.youtube.com/vi/3heIAAhbrPc/hqdefault.jpg,2021-04-13 13:40:10,2021-06-12 12:00:00,2021-06-12 12:00:00
114,Vjx7tHyEaDQ,【桃鈴ねね】雪花ラミィにセンシティブな声をお願いするタオリン【ホロライブ5期生切り抜き】,https://www.youtube.com/watch?v=wXusL2cKLL0,29289,http://img.youtube.com/vi/wXusL2cKLL0/hqdefault.jpg,2020-08-14 9:30:08,2021-06-12 12:00:00,2021-06-12 12:00:00
115,axP4mJmxNlg,【桃鈴ねね】深い闇が感じられる桃鈴ねね【切り抜き】,https://www.youtube.com/watch?v=c9_S-Jkt4Yw,29168,http://img.youtube.com/vi/c9_S-Jkt4Yw/hqdefault.jpg,2020-09-03 12:00:28,2021-06-12 12:00:00,2021-06-12 12:00:00
116,6UWzpdaW9OM,先輩について語る桃鈴ねね【ホロライブ】(hololive 切り抜き 雑談 赤井はあと 夜空メル 宝鐘マリン   五期生 雪花ラミィ),https://www.youtube.com/watch?v=tnH0kKd44Mw,28955,http://img.youtube.com/vi/tnH0kKd44Mw/hqdefault.jpg,2020-08-18 11:51:27,2021-06-12 12:00:00,2021-06-12 12:00:00
117,Qew2t6NxzK0,【雪花ラミィ】桃鈴ねねのだぼだぼパンツに警鐘を鳴らすパンツ杞憂民の雪花ラミィ【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=JjK2U9w-o6k,28977,http://img.youtube.com/vi/JjK2U9w-o6k/hqdefault.jpg,2021-04-25 0:54:13,2021-06-12 12:00:00,2021-06-12 12:00:00
118,XhtDs8wY0A4,【桃鈴ねね】胸元センシティブだからねっ子で隠して「おいおい、おっぱいがセンシティブだと誰が決めた！」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=XszJ2KXUQsc,28510,http://img.youtube.com/vi/XszJ2KXUQsc/hqdefault.jpg,2021-02-01 23:54:15,2021-06-12 12:00:00,2021-06-12 12:00:00
119,7IKyBPEzKJg,【5/31】ホロライブの昨日の見所まとめてみました【常闇トワ・天音かなた・白銀ノエル・潤羽るしあ・夏色まつり・桃鈴ねね・兎田ぺこら・桐生ココ・アキロゼ・猫又おかゆ・さくらみこ/ホロライブ切り抜き】,https://www.youtube.com/watch?v=39esJoTCgEU,28771,http://img.youtube.com/vi/39esJoTCgEU/hqdefault.jpg,2021-06-01 2:12:20,2021-06-12 12:00:00,2021-06-12 12:00:00
120,O6yesnJmxAk,桃鈴ねねの3Dお披露目まとめ【ホロライブ】,https://www.youtube.com/watch?v=wetgW2GCUZQ,28559,http://img.youtube.com/vi/wetgW2GCUZQ/hqdefault.jpg,2021-04-18 23:00:10,2021-06-12 12:00:00,2021-06-12 12:00:00
121,EReMXqp-mHs,やっぱりトワ様のコメントがＴＭＴ過ぎる！！！！！【桃鈴ねね/常闇トワ】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=rnqWK2Ik8RM,28283,http://img.youtube.com/vi/rnqWK2Ik8RM/hqdefault.jpg,2021-05-10 9:00:28,2021-06-12 12:00:00,2021-06-12 12:00:00
122,7eO3IXU8kj0,間を持たすために「面白い話」をするねねちと神フォローするぼたん【桃鈴ねね/雪花ラミィ/獅白ぼたん/尾丸ポルカ】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=gxY5XP2OKvU,28596,http://img.youtube.com/vi/gxY5XP2OKvU/hqdefault.jpg,2021-05-07 11:00:30,2021-06-12 12:00:00,2021-06-12 12:00:00
123,APk1acmJw0E,いい場面でねねちのどうでもいいディスコが来て雰囲気がぶち壊されるラミィ【雪花ラミィ/桃鈴ねね/ホロライブ/切り抜き】,https://www.youtube.com/watch?v=ZgDb0KRRU-M,28180,http://img.youtube.com/vi/ZgDb0KRRU-M/hqdefault.jpg,2021-04-25 22:38:06,2021-06-12 12:00:00,2021-06-12 12:00:00
124,-PcNSTSI2Wo,【桃鈴ねね】桃鈴ねねには夢がある【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=ctX7eKXcPqg,26980,http://img.youtube.com/vi/ctX7eKXcPqg/hqdefault.jpg,2020-11-27 10:00:11,2021-06-12 12:00:00,2021-06-12 12:00:00
125,tUMTui-uTLA,大人より大人、自称“大大人”の桃鈴先生【桃鈴ねね/切り抜き】,https://www.youtube.com/watch?v=-xd2Fs3V4lE,27180,http://img.youtube.com/vi/-xd2Fs3V4lE/hqdefault.jpg,2021-04-04 10:16:18,2021-06-12 12:00:00,2021-06-12 12:00:00
126,9i4ikSufidQ,冗談のつもりが突然スパチャ祭りが始まってしまって困惑するねねち【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=fsqPU0L5ur0,25978,http://img.youtube.com/vi/fsqPU0L5ur0/hqdefault.jpg,2021-05-12 11:00:12,2021-06-12 12:00:00,2021-06-12 12:00:00
127,_WktqGt0oWo,たぶんトワ様もびっくり！進化していくねねちのトイレの行き方！【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=Iie5wFPN8uA,24691,http://img.youtube.com/vi/Iie5wFPN8uA/hqdefault.jpg,2021-03-08 11:00:16,2021-06-12 12:00:00,2021-06-12 12:00:00
128,xjAwGAA4Crk,海外ニキに「ねねおじ」が周知されていることを紹介されてしまうねねち【桃鈴ねね/雪花ラミィ/桐生ココ】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=IWy0vVLS5oM,25108,http://img.youtube.com/vi/IWy0vVLS5oM/hqdefault.jpg,2021-05-02 11:00:06,2021-06-12 12:00:00,2021-06-12 12:00:00
129,uW3FRjbqmuc,【桃鈴ねね】実はホロオーディションに4回落ちていた裏話を暴露するねね【ホロライブ切り抜き】,https://www.youtube.com/watch?v=9O2tfc2AYks,24699,http://img.youtube.com/vi/9O2tfc2AYks/hqdefault.jpg,2020-10-06 9:00:02,2021-06-12 12:00:00,2021-06-12 12:00:00
130,uJrFnGYCXqs,メサ直通のねねロードを頑張って作るもエリトラに敗北して泣くねねち【マイクラ/ホロライブ5期生/切り抜き/桃鈴ねね】,https://www.youtube.com/watch?v=B6Ldt77Z9Fc,24967,http://img.youtube.com/vi/B6Ldt77Z9Fc/hqdefault.jpg,2021-05-21 0:07:06,2021-06-12 12:00:00,2021-06-12 12:00:00
131,JH-3Xg4LFRY,【桃鈴ねね】鳥さんとねねちのやり取りが癒されます【ホロライブ/切り抜き】,https://www.youtube.com/watch?v=ptKlNJ5-wT8,24674,http://img.youtube.com/vi/ptKlNJ5-wT8/hqdefault.jpg,2021-02-11 8:30:02,2021-06-12 12:00:00,2021-06-12 12:00:00
132,lJMFySuYvt4,【桃鈴ねね】ねねちがステップアップするために必要なこととは！？【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=xXLXXvkveiQ,24239,http://img.youtube.com/vi/xXLXXvkveiQ/hqdefault.jpg,2020-12-28 10:00:13,2021-06-12 12:00:00,2021-06-12 12:00:00
133,aD9qTmIt3Vo,【桃鈴ねね/西沢5ミリ】ねねち抱き枕図案リボンは添えるだけ「剛毛ですねだってｗｗ」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=Tj3DXNMeMCg,24293,http://img.youtube.com/vi/Tj3DXNMeMCg/hqdefault.jpg,2021-04-12 13:41:51,2021-06-12 12:00:00,2021-06-12 12:00:00
134,chtEo4nermk,【因果応報】イタズラしてたらしっぺ返しをくらってしまうラミィ【雪花ラミィ・桃鈴ねね/ホロライブ切り抜き】,https://www.youtube.com/watch?v=8bWFSvigcqI,24161,http://img.youtube.com/vi/8bWFSvigcqI/hqdefault.jpg,2020-12-01 23:00:43,2021-06-12 12:00:00,2021-06-12 12:00:00
135,yYnA8pzjV6Q,【桃鈴ねね/夏色まつり】ブラック企業に入社し社長にこき使われる桃鈴ねね【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=MiSURRMqSG0,24084,http://img.youtube.com/vi/MiSURRMqSG0/hqdefault.jpg,2021-04-25 10:03:30,2021-06-12 12:00:00,2021-06-12 12:00:00
136,gxSgkU8qEC8,apexをしてるだけで可愛いねねち【まとめ】【桃鈴ねね/切り抜き】,https://www.youtube.com/watch?v=QvYX0u4ziOo,23330,http://img.youtube.com/vi/QvYX0u4ziOo/hqdefault.jpg,2021-02-13 15:37:08,2021-06-12 12:00:00,2021-06-12 12:00:00
137,bLgIYX6Ippg,【桃鈴ねね】どうしても氷が採りたい桃鈴ねねVSどうしても採られたくない白熊【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=nmMunbJMzWA,23388,http://img.youtube.com/vi/nmMunbJMzWA/hqdefault.jpg,2021-01-20 8:28:40,2021-06-12 12:00:00,2021-06-12 12:00:00
138,pVxw9VEXu4A,【桃鈴ねね】ショートアニメ-ねっ子3個目-CV 桃鈴ねね【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=SjYK-zroaRs,23214,http://img.youtube.com/vi/SjYK-zroaRs/hqdefault.jpg,2021-01-29 0:25:05,2021-06-12 12:00:00,2021-06-12 12:00:00
139,sVvHlEQjI6o,デビュー前からうすうすねねちのポンコツ具合に気づいていたザーママ【西沢５ミリ/ 桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=CSuPY7HsSmE,22953,http://img.youtube.com/vi/CSuPY7HsSmE/hqdefault.jpg,2021-04-14 11:00:03,2021-06-12 12:00:00,2021-06-12 12:00:00
140,rq-Z8bnynkY,【桃鈴ねね】マイクラでも破壊衝動から逃れられない桃鈴ねね【切り抜き】,https://www.youtube.com/watch?v=ehQsyiZmipw,22743,http://img.youtube.com/vi/ehQsyiZmipw/hqdefault.jpg,2020-09-22 21:30:03,2021-06-12 12:00:00,2021-06-12 12:00:00
141,b8dQ0OaML_I,宇宙人狼でなにげに活躍した【桃鈴ねね】と後ろから監視する【獅白ぼたん】,https://www.youtube.com/watch?v=Vjx7tHyEaDQ,22089,http://img.youtube.com/vi/Vjx7tHyEaDQ/hqdefault.jpg,2020-10-16 3:15:00,2021-06-12 12:00:00,2021-06-12 12:00:00
142,7fbdT276xwA,【桃鈴ねね】クッパ城でボコボコにされすぎて徐々に壊れていくねねち「お前のせいだ！うわーんあむあむあむあむにゃーん」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=axP4mJmxNlg,21442,http://img.youtube.com/vi/axP4mJmxNlg/hqdefault.jpg,2021-02-01 23:03:43,2021-06-12 12:00:00,2021-06-12 12:00:00
143,EnbNRel8kVU,子供舌でかわいい桃鈴ねね【ホロライブ切り抜き】,https://www.youtube.com/watch?v=6UWzpdaW9OM,21367,http://img.youtube.com/vi/6UWzpdaW9OM/hqdefault.jpg,2020-11-04 11:43:38,2021-06-12 12:00:00,2021-06-12 12:00:00
144,tB3A2zoHVPw,【抱腹絶倒】ラミィちゃんの面白いギャグにおかわりを要求するねねち「あの面白いギャグ何だっけラミィ」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=Qew2t6NxzK0,21410,http://img.youtube.com/vi/Qew2t6NxzK0/hqdefault.jpg,2021-05-27 22:33:24,2021-06-12 12:00:00,2021-06-12 12:00:00
145,cWMSGqsN-zw,【ホロライブ 切り抜き】桃鈴ねねが好きすぎて発情期突入フレン【にじさんじ/フレン/あもあす】,https://www.youtube.com/watch?v=XhtDs8wY0A4,21140,http://img.youtube.com/vi/XhtDs8wY0A4/hqdefault.jpg,2021-02-06 8:13:42,2021-06-12 12:00:00,2021-06-12 12:00:00
146,2_GN-8gtCvs,【桃鈴ねね】ねねCEOの危ない発言まとめ【切り抜き】,https://www.youtube.com/watch?v=7IKyBPEzKJg,21089,http://img.youtube.com/vi/7IKyBPEzKJg/hqdefault.jpg,2020-09-27 0:14:17,2021-06-12 12:00:00,2021-06-12 12:00:00
147,0jfTluFw7MY,【獅白ぼたん、桃鈴ねね】犯行の一部始終を獅白ぼたんに見られていた桃鈴ねね【切り抜き】,https://www.youtube.com/watch?v=O6yesnJmxAk,21059,http://img.youtube.com/vi/O6yesnJmxAk/hqdefault.jpg,2020-09-23 20:00:04,2021-06-12 12:00:00,2021-06-12 12:00:00
148,xX_SYatzP1A,【桃鈴ねね】ねねプロに残業代なんて無いその代わりに「揺らしながら応援する」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=EReMXqp-mHs,20950,http://img.youtube.com/vi/EReMXqp-mHs/hqdefault.jpg,2021-02-08 22:25:47,2021-06-12 12:00:00,2021-06-12 12:00:00
149,0bP3yhdKS0c,【桃鈴ねね】粉薬はもしゃるもの【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=7eO3IXU8kj0,20636,http://img.youtube.com/vi/7eO3IXU8kj0/hqdefault.jpg,2020-12-13 12:00:01,2021-06-12 12:00:00,2021-06-12 12:00:00
150,6i1o3fdAxhU,【ホロライブ切り抜き】るしあの突発凸待ちに来た船長とねねち【潤羽るしあ/宝鍾マリン/桃鈴ねね】,https://www.youtube.com/watch?v=APk1acmJw0E,20531,http://img.youtube.com/vi/APk1acmJw0E/hqdefault.jpg,2021-03-02 21:40:48,2021-06-12 12:00:00,2021-06-12 12:00:00
151,-WDjdI8iNfU,【桃鈴ねね】YouTubeがぐるぐるしてる間に鼻かみ音や品のない言葉を連呼したアーカイブを残してしまうねねち【ホロライブ切り抜き】,https://www.youtube.com/watch?v=bjjQ8ctppG4,3461,http://img.youtube.com/vi/bjjQ8ctppG4/hqdefault.jpg,2021-03-16 13:30:35,2021-06-12 12:00:00,2021-06-12 12:00:00
152,EWpq6nleBGU,【桃鈴ねね】ぐるぐる枠で何も聞こえないのを逆手に取り最強になるねねち「ミュート無しで一発鼻でもかんでやるか！」【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=jwPSRi9aAs0,85708,http://img.youtube.com/vi/jwPSRi9aAs0/hqdefault.jpg,2021-03-16 13:01:14,2021-06-12 12:00:00,2021-06-12 12:00:00
153,ljhcsmab0m0,切り抜きについて触れるねねち【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=-PcNSTSI2Wo,1350,http://img.youtube.com/vi/-PcNSTSI2Wo/hqdefault.jpg,2021-03-16 5:15:32,2021-06-12 12:00:00,2021-06-12 12:00:00
154,JbSU3h1dMUg,ねねち個性的ネーミングセンス①【桃鈴ねね切り抜き】【ホロライブ切り抜き】,https://www.youtube.com/watch?v=tUMTui-uTLA,6483,http://img.youtube.com/vi/tUMTui-uTLA/hqdefault.jpg,2021-03-15 15:33:31,2021-06-12 12:00:00,2021-06-12 12:00:00
155,W0NuPVAuHMU,【Cooking Simulator】ねねち×ガスボンベ=大爆発【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=9i4ikSufidQ,582,http://img.youtube.com/vi/9i4ikSufidQ/hqdefault.jpg,2021-03-15 4:15:56,2021-06-12 12:00:00,2021-06-12 12:00:00
156,I0MEo93Fn5E,【Cooking Simulator】バグに激しい闘いを挑む桃鈴ねね【桃鈴ねね】【切り抜き】,https://www.youtube.com/watch?v=_WktqGt0oWo,1788,http://img.youtube.com/vi/_WktqGt0oWo/hqdefault.jpg,2021-03-14 14:00:19,2021-06-12 12:00:00,2021-06-12 12:00:00
157,PgiTGcOqxX4,ホロライブ式Englishを覚える、ねねち【桃鈴ねね 切り抜き】,https://www.youtube.com/watch?v=xjAwGAA4Crk,412,http://img.youtube.com/vi/xjAwGAA4Crk/hqdefault.jpg,2021-03-14 9:12:57,2021-06-12 12:00:00,2021-06-12 12:00:00
158,KwBRnYAyjXM,ねねちの学生生活が発覚！【桃鈴ねね】【切り抜き/ホロライブ】,https://www.youtube.com/watch?v=uW3FRjbqmuc,1304,http://img.youtube.com/vi/uW3FRjbqmuc/hqdefault.jpg,2021-03-13 11:00:31,2021-06-12 12:00:00,2021-06-12 12:00:00
159,De3MawCYnvI,ねねちの学生時代の闇【ホロライブ切り抜き・癒月ちょこ・潤羽るしあ・桃鈴ねね・白上フブキ】,https://www.youtube.com/watch?v=uJrFnGYCXqs,2855,http://img.youtube.com/vi/uJrFnGYCXqs/hqdefault.jpg,2021-03-13 9:07:41,2021-06-12 12:00:00,2021-06-12 12:00:00
